Group_112_1	XM_015946039	rna7423	frmd7	XP_015801525.1
Group_192_0	XM_015951436	rna12650	map3k10	XP_015806922.1
Group_7205_0	XM_015951434	rna12646	csgr06h19orf47	XP_015806920.1
Group_529_2	XM_015951430	rna12642	fosb	XP_015806916.1
Group_4848_0	XM_015951426	rna12638	clasrp	XP_015806912.1
Group_5962_0	XM_015951422	rna12633	csgr06h19orf54	XP_015806908.1
Group_2107_0	XM_015951416	rna12629	gfm1	XP_015806902.1
Group_5439_0	XM_015951413	rna12623	wdr53	XP_015806899.1
Group_8657_0	XM_015951410	rna12621	LOC107380254	XP_015806896.1
Group_3192_1	XM_015951406	rna12616	dnajc30	XP_015806892.1
Group_4983_0	XM_015951398	rna12608	brca2	XP_015806884.1
Group_2816_0	XM_015951386	rna12594	mab21l1	XP_015806872.1
Group_312_3	XM_015951370	rna12582	LOC107380230	XP_015806856.1
Group_884_1	XM_015951366	rna12578	LOC107380227	XP_015806852.1
Group_1119_0	XM_015951361	rna12573	arfip2	XP_015806847.1
Group_85_6	XM_015951360	rna12571	LOC107380224	XP_015806846.1
Group_4144_0	XM_015951359	rna12570	urb1	XP_015806845.1
Group_1513_0	XM_015951358	rna12569	LOC107380222	XP_015806844.1
Group_887_0	XM_015951336	rna12546	stoml3	XP_015806822.1
Group_2325_1	XM_015951331	rna12545	slc25a15	XP_015806817.1
Group_444_1	XM_015951330	rna12544	foxo1	XP_015806816.1
Group_7006_0	XM_015951292	rna12510	maml2	XP_015806778.1
Group_327_7	XM_015951279	rna12497	nectin1	XP_015806765.1
Group_430_9	XM_015951206	rna12423	LOC107380128	XP_015806692.1
Group_3177_0	XM_015951185	rna12398	LOC107380113	XP_015806671.1
Group_382_2	XM_015951179	rna12395	lrfn1	XP_015806665.1
Group_7289_0	XM_015951178	rna12394	csgr06h11orf57	XP_015806664.1
Group_7639_0	XM_015951177	rna12390	pih1d2	XP_015806663.1
Group_2_94	XM_015951915	rna12389	LOC107380615	XP_015807401.1
Group_1880_0	XM_015951151	rna12366	vps26b	XP_015806637.1
Group_247_8	XM_015951148	rna12364	acad8	XP_015806634.1
Group_1447_0	XM_015951117	rna12330	LOC107380081	XP_015806603.1
Group_1366_0	XM_015951103	rna12324	med13	XP_015806589.1
Group_2476_1	XM_015951025	rna12186	LOC107380027	XP_015806511.1
Group_900_0	XM_015951023	rna12185	LOC107380026	XP_015806509.1
Group_34_46	XM_015951018	rna12167	LOC107380022	XP_015806504.1
Group_75_9	XM_015950676	rna11815	capn5	XP_015806162.1
Group_3179_1	XM_015950678	rna11816	omp	XP_015806164.1
Group_1938_0	XM_015943783	rna5079	ccdc109b	XP_015799269.1
Group_258_4	XM_015943378	rna5077	lef1	XP_015798864.1
Group_6799_0	XM_015943782	rna5076	hadh	XP_015799268.1
Group_4810_0	XM_015943781	rna5075	sod3	XP_015799267.1
Group_116_6	XM_015943780	rna5074	dhx15	XP_015799266.1
Group_974_4	XM_015943772	rna5067	LOC107375312	XP_015799258.1
Group_147_10	XM_015943770	rna5065	gucy1b3	XP_015799256.1
Group_2776_1	XM_015943768	rna5063	ufsp2	XP_015799254.1
Group_1315_6	XM_015943763	rna5059	slc25a4	XP_015799249.1
Group_5705_0	XM_015943762	rna5057	helt	XP_015799248.1
Group_1537_2	XM_015943725	rna5021	cdkn2b	XP_015799211.1
Group_1692_0	XM_015943721	rna5015	ppa2	XP_015799207.1
Group_6279_0	XM_015943711	rna5007	ints12	XP_015799197.1
Group_1408_2	XM_015943706	rna5002	npnt	XP_015799192.1
Group_2259_1	XM_015943689	rna4993	papss1	XP_015799175.1
Group_2875_0	XM_015943690	rna4986	LOC107375261	XP_015799176.1
Group_4358_0	XM_015943682	rna4975	rps6	XP_015799168.1
Group_2338_0	XM_015943669	rna4973	smu1	XP_015799155.1
Group_95_28	XM_015943658	rna4941	tacr3	XP_015799144.1
Group_2928_1	XM_015943648	rna4933	cisd2	XP_015799134.1
Group_4218_0	XM_015943647	rna4932	suclg1	XP_015799133.1
Group_159_6	XM_015943646	rna4931	lrrtm1	XP_015799132.1
Group_19_55	XM_015943639	rna4922	adra1d	XP_015799125.1
Group_6116_0	XM_015943632	rna4919	mettl14	XP_015799118.1
Group_127_6	XM_015943621	rna4905	ugt8	XP_015799107.1
Group_872_0	XM_015943616	rna4900	LOC107375207	XP_015799102.1
Group_913_0	XM_015943583	rna4868	apbb2	XP_015799069.1
Group_420_2	XM_015943561	rna4846	baiap2l2	XP_015799047.1
Group_358_8	XM_015943558	rna4844	pvalb	XP_015799044.1
Group_5715_0	XM_015943540	rna4827	mgat3	XP_015799026.1
Group_2107_1	XM_015943261	rna4535	gfm2	XP_015798747.1
Group_3056_0	XM_015943228	rna4498	LOC107374935	XP_015798714.1
Group_74_17	XM_015943222	rna4491	LOC107374931	XP_015798708.1
Group_3125_1	XM_015943220	rna4490	aif1l	XP_015798706.1
Group_21_46	XM_015943219	rna4489	prkaa1	XP_015798705.1
Group_1114_5	XM_015974404	rna35021	dck	XP_015829890.1
Group_1242_1	XM_015943170	rna4447	LOC107374871	XP_015798656.1
Group_2889_0	XM_015943166	rna4445	LOC107374869	XP_015798652.1
Group_64_15	XM_015943095	rna4369	adamts6	XP_015798581.1
Group_737_2	XM_015943058	rna4329	st6galnac4	XP_015798544.1
Group_1341_1	XM_015943047	rna4324	ccbl1	XP_015798533.1
Group_5023_0	XM_015943055	rna4321	rpl7a	XP_015798541.1
Group_1301_2	XM_015943037	rna4310	LOC107374782	XP_015798523.1
Group_7172_0	XM_015943035	rna4308	cacfd1	XP_015798521.1
Group_598_5	XM_015943033	rna4306	map1b	XP_015798519.1
Group_6353_0	XM_015943032	rna4305	dolpp1	XP_015798518.1
Group_5095_0	XM_015943018	rna4292	phyhd1	XP_015798504.1
Group_5096_0	XM_015943015	rna4290	nup188	XP_015798501.1
Group_522_0	XM_015943002	rna4276	LOC107374759	XP_015798488.1
Group_8482_0	XM_015942997	rna4271	LOC107374756	XP_015798483.1
Group_6452_0	XM_015942998	rna4270	rpl28	XP_015798484.1
Group_1712_2	XM_015942994	rna4267	LOC107374754	XP_015798480.1
Group_6327_0	XM_015942993	rna4266	rpl37	XP_015798479.1
Group_1975_1	XM_015974950	rna4263	loxhd1	XP_015830436.1
Group_114_20	XM_015942983	rna4254	LOC107374748	XP_015798469.1
Group_341_1	XM_015942979	rna4251	LOC107374746	XP_015798465.1
Group_1083_1	XM_015942978	rna4250	LOC107374744	XP_015798464.1
Group_252_0	XM_015974922	rna4244	LOC107395526	XP_015830408.1
Group_6415_0	XM_015942943	rna4211	sdad1	XP_015798429.1
Group_5420_0	XM_015942876	rna4148	dnajc21	XP_015798362.1
Group_6238_0	XM_015942874	rna4146	rad1	XP_015798360.1
Group_1674_2	XM_015942871	rna4143	smad7	XP_015798357.1
Group_1217_2	XM_015942861	rna4130	shc3	XP_015798347.1
Group_4956_0	XM_015942856	rna4103	nop14	XP_015798342.1
Group_3066_1	XM_015942831	rna4098	znf462	XP_015798317.1
Group_7061_0	XM_015942826	rna4093	edf1	XP_015798312.1
Group_1420_0	XM_015942821	rna4089	prrc2b	XP_015798307.1
Group_1163_4	XM_015942820	rna4088	LOC107374669	XP_015798306.1
Group_5074_0	XM_015942816	rna4084	nup214	XP_015798302.1
Group_1365_3	XM_015942806	rna4075	gpsm1	XP_015798292.1
Group_694_0	XM_015942788	rna4068	brinp1	XP_015798274.1
Group_442_2	XM_015942782	rna4067	LOC107374630	XP_015798268.1
Group_1854_0	XM_015942766	rna4065	astn2	XP_015798252.1
Group_2345_1	XM_015942754	rna4063	pappa	XP_015798240.1
Group_4346_0	XM_015942710	rna4056	znf618	XP_015798196.1
Group_5986_0	XM_015942568	rna4033	csgr02h9orf16	XP_015798054.1
Group_1204_2	XM_015942530	rna4031	LOC107374381	XP_015798016.1
Group_1542_3	XM_015942495	rna4027	prdm12	XP_015797981.1
Group_4937_0	XM_015942483	rna4025	fbxw5	XP_015797969.1
Group_453_5	XM_015942475	rna4024	traf2	XP_015797961.1
Group_6031_0	XM_015942468	rna4023	coq4	XP_015797954.1
Group_5297_0	XM_015942457	rna4022	LOC107374306	XP_015797943.1
Group_6030_0	XM_015942450	rna4021	zmynd19	XP_015797936.1
Group_8108_0	XM_015942442	rna4020	tmem141	XP_015797928.1
Group_1786_3	XM_015974905	rna4017	LOC107395506	XP_015830391.1
Group_0_204-Group_0_5	XM_015942413	rna4016	LOC107374262	XP_015797899.1
Group_858_4	XM_015942369	rna4011	LOC107374219	XP_015797855.1
Group_7071_0	XM_015942336	rna4008	mtfp1	XP_015797822.1
Group_93_15	XM_015942276	rna4002	tbx3	XP_015797762.1
Group_93_13	XM_015942283	rna4001	LOC107374131	XP_015797769.1
Group_32_22	XM_015942265	rna4000	ddx54	XP_015797751.1
Group_3_113	XM_015942245	rna3999	LOC107374090	XP_015797731.1
Group_7284_0	XM_015942184	rna3992	ermp1	XP_015797670.1
Group_8090_0	XM_015942124	rna3988	kiaa2026	XP_015797610.1
Group_103_26	XM_015942025	rna3974	LOC107373881	XP_015797511.1
Group_54_0	XM_015941934	rna3958	LOC107373784	XP_015797420.1
Group_1811_1	XM_015941793	rna3939	LOC107373658	XP_015797279.1
Group_8124_0	XM_015941785	rna3937	LOC107373648	XP_015797271.1
Group_2932_1	XM_015941730	rna3932	tesc	XP_015797216.1
Group_1716_1	XM_015941459	rna3885	LOC107373299	XP_015796945.1
Group_361_1	XM_015941425	rna3882	LOC107373258	XP_015796911.1
Group_361_3	XM_015941442	rna3879	LOC107373279	XP_015796928.1
Group_95_5	XM_015941358	rna3870	LOC107373190	XP_015796844.1
Group_99_2	XM_015940899	rna3812	LOC107372696	XP_015796385.1
Group_1935_2	XM_015940889	rna3810	LOC107372676	XP_015796375.1
Group_7173_0	XM_015940876	rna3809	fyb	XP_015796362.1
Group_812_1	XM_015977145	rna3737	LOC107397213	XP_015832631.1
Group_5954_0	XM_015977103	rna3732	noc4l	XP_015832589.1
Group_1058_4	XM_015977092	rna3731	LOC107397171	XP_015832578.1
Group_3034_1	XM_015977060	rna3725	LOC107397145	XP_015832546.1
Group_21_60	XM_015976963	rna3716	ulk1	XP_015832449.1
Group_1309_2	XM_015976925	rna3712	crkl	XP_015832411.1
Group_1257_1	XM_015976812	rna3699	LOC107396958	XP_015832298.1
Group_103_22	XM_015943176	rna3698	LOC107374881	XP_015798662.1
Group_83_22	XM_015974766	rna3696	LOC107395392	XP_015830252.1
Group_4657_1	XM_015976787	rna3690	LOC107396934	XP_015832273.1
Group_19_28	XM_015976742	rna3685	LOC107396897	XP_015832228.1
Group_316_1	XM_015976642	rna3667	plppr1	XP_015832128.1
Group_37_15	XM_015976536	rna3665	LOC107396711	XP_015832022.1
Group_16_38	XM_015976472	rna3653	musk	XP_015831958.1
Group_7177_0	XM_015974551	rna35174	LOC107395225	XP_015830037.1
Group_6260_0	XM_015976410	rna3645	galt	XP_015831896.1
Group_1278_0	XM_015976369	rna3642	hdhd2	XP_015831855.1
Group_92_12	XM_015976316	rna3634	LOC107396549	XP_015831802.1
Group_1554_0	XM_015976212	rna3622	LOC107396458	XP_015831698.1
Group_849_2	XM_015976143	rna3616	LOC107396421	XP_015831629.1
Group_2392_0	XM_015975755	rna3573	bcl7a	XP_015831241.1
Group_32_31	XM_015975719	rna3570	ddx55	XP_015831205.1
Group_4274_1	XM_015975708	rna3569	tmed2	XP_015831194.1
Group_2860_1	XM_015941735	rna39473	LOC107373605	XP_015797221.1
Group_1313_1	XM_015974078	rna3426	LOC107394896	XP_015829564.1
Group_6095_0	XM_015974143	rna3432	LOC107394923	XP_015829629.1
Group_5070_0	XM_015974273	rna3443	slc38a9	XP_015829759.1
Group_2301_1	XM_015974302	rna3448	auh	XP_015829788.1
Group_680_3	XM_015974314	rna3449	nfil3	XP_015829800.1
Group_16_36	XM_015974386	rna3458	ror2	XP_015829872.1
Group_62_0	XM_015974402	rna3460	LOC107395114	XP_015829888.1
Group_217_3	XM_015974466	rna3467	mfhas1	XP_015829952.1
Group_4846_1	XM_015974476	rna3468	rpl17	XP_015829962.1
Group_1400_1-Group_1400_2	XM_015974485	rna3469	nkx6-1	XP_015829971.1
Group_2091_1	XM_015974640	rna3488	LOC107395286	XP_015830126.1
Group_4084_0	XM_015966872	rna27682	xpo7	XP_015822358.1
Group_1573_1	XM_015970196	rna3314	LOC107392405	XP_015825682.1
Group_5052_0	XM_015970229	rna3309	csgr02h10orf76	XP_015825715.1
Group_82_11	XM_015970296	rna3308	LOC107392467	XP_015825782.1
Group_999_2	XM_015969443	rna3304	LOC107391928	XP_015824929.1
Group_351_0	XM_015970406	rna3281	smap1	XP_015825892.1
Group_4747_0	XM_015970466	rna3280	cenpk	XP_015825952.1
Group_1317_5	XM_015970477	rna3279	LOC107392589	XP_015825963.1
Group_101_17	XM_015940770	rna38367	LOC107372550	XP_015796256.1
Group_1501_1	XM_015970805	rna3248	xylt1	XP_015826291.1
Group_1422_1	XM_015970837	rna3247	panx1	XP_015826323.1
Group_1106_3	XM_015970849	rna3246	nde1	XP_015826335.1
Group_575_0	XM_015971336	rna3195	LOC107393147	XP_015826822.1
Group_213_4	XM_015971564	rna3172	LOC107393301	XP_015827050.1
Group_1237_3	XM_015971593	rna3171	LOC107393314	XP_015827079.1
Group_2218_0	XM_015971622	rna3168	pi4k2b	XP_015827108.1
Group_1658_0	XM_015971635	rna3166	LOC107393345	XP_015827121.1
Group_8_71	XM_015972203	rna3104	LOC107393665	XP_015827689.1
Group_8_57	XM_015972216	rna3103	LOC107393673	XP_015827702.1
Group_7594_0	XM_015949750	rna1078	bend4	XP_015805236.1
Group_297_1	XM_015965485	rna26351	LOC107389369	XP_015820971.1
Group_281_0	XM_015965506	rna26372	parp9	XP_015820992.1
Group_7795_0	XM_015965515	rna26381	LOC107389388	XP_015821001.1
Group_1767_0	XM_015965519	rna26382	asb1	XP_015821005.1
Group_2377_1	XM_015966835	rna27658	LOC107390235	XP_015822321.1
Group_5487_0	XM_015966834	rna27659	kctd4	XP_015822320.1
Group_1512_0	XM_015966833	rna27657	LOC107390233	XP_015822319.1
Group_1951_0	XM_015966832	rna27656	LOC107390232	XP_015822318.1
Group_2225_1	XM_015966829	rna27653	LOC107390231	XP_015822315.1
Group_115_10	XM_015966827	rna27652	LOC107390230	XP_015822313.1
Group_371_2	XM_015966817	rna27636	LOC107390220	XP_015822303.1
Group_2067_0	XM_015966806	rna27624	spopl	XP_015822292.1
Group_2450_1	XM_015966777	rna27596	kdelc1	XP_015822263.1
Group_7656_0	XM_015966779	rna27595	tex30	XP_015822265.1
Group_7202_0	XM_015966778	rna27594	csgr14h3orf17	XP_015822264.1
Group_83_5	XM_015966292	rna27590	lrp1b	XP_015821778.1
Group_142_9	XM_015966758	rna27569	LOC107390187	XP_015822244.1
Group_8110_0	XM_015966308	rna27568	LOC107389896	XP_015821794.1
Group_797_5	XM_015966756	rna27567	LOC107390186	XP_015822242.1
Group_112_13	XM_015966748	rna27559	ptpn4	XP_015822234.1
Group_1053_2	XM_015966728	rna27538	LOC107390165	XP_015822214.1
Group_2754_1	XM_015966726	rna27536	LOC107390162	XP_015822212.1
Group_960_2	XM_015966725	rna27534	LOC107390160	XP_015822211.1
Group_1084_0	XM_015966720	rna27529	LOC107390158	XP_015822206.1
Group_12_57	XM_015966711	rna27526	LOC107390153	XP_015822197.1
Group_2009_0	XM_015975844	rna36500	cps1	XP_015831330.1
Group_4755_0	XM_015975339	rna36006	heg1	XP_015830825.1
Group_151_16	XM_015975340	rna36005	slc12a8	XP_015830826.1
Group_121_4	XM_015966852	rna27675	LOC107390240	XP_015822338.1
Group_5082_0	XM_015966701	rna27510	akap17a	XP_015822187.1
Group_1037_1	XM_015966694	rna27503	LOC107390140	XP_015822180.1
Group_0_145	XM_015966689	rna27498	LOC107390136	XP_015822175.1
Group_192_6	XM_015966676	rna27486	LOC107390127	XP_015822162.1
Group_8627_0	XM_015966673	rna27483	LOC107390124	XP_015822159.1
Group_953_6	XM_015966665	rna27475	march4	XP_015822151.1
Group_1459_1	XM_015966660	rna27471	nme9	XP_015822146.1
Group_1727_0	XM_015966652	rna27468	tmem41a	XP_015822138.1
Group_2120_0	XM_015966656	rna27463	tra2b	XP_015822142.1
Group_834_0	XM_015966646	rna27456	LOC107390105	XP_015822132.1
Group_1923_1	XM_015966639	rna27453	LOC107390101	XP_015822125.1
Group_3493_0	XM_015966638	rna27444	prpf40a	XP_015822124.1
Group_2433_1	XM_015966629	rna27443	rprm	XP_015822115.1
Group_88_0	XM_015966622	rna27435	kcnj3	XP_015822108.1
Group_20_1	XM_015966621	rna27434	nr4a2	XP_015822107.1
Group_2322_1	XM_015966618	rna27430	cytip	XP_015822104.1
Group_133_1	XM_015966616	rna27428	acvr1	XP_015822102.1
Group_7476_0	XM_015966605	rna27416	dapl1	XP_015822091.1
Group_6788_0	XM_015966588	rna27399	cd302	XP_015822074.1
Group_538_1	XM_015966586	rna27397	LOC107390075	XP_015822072.1
Group_93_1	XM_015966580	rna27391	tbr1	XP_015822066.1
Group_313_6	XM_015966574	rna27385	LOC107390070	XP_015822060.1
Group_164_6	XM_015966571	rna27382	kcnh7	XP_015822057.1
Group_1000_0	XM_015966567	rna27378	grb14	XP_015822053.1
Group_4542_0	XM_015966562	rna27371	slc38a11	XP_015822048.1
Group_44_20	XM_015966558	rna27370	LOC107390062	XP_015822044.1
Group_4303_1	XM_015966557	rna27369	ttc21b	XP_015822043.1
Group_318_0	XM_015966545	rna27357	cers6	XP_015822031.1
Group_5490_0	XM_015966518	rna27330	mettl5	XP_015822004.1
Group_1582_1	XM_015966502	rna27318	mettl8	XP_015821988.1
Group_185_4	XM_015966491	rna27307	dlx1	XP_015821977.1
Group_185_12	XM_015966490	rna27306	dlx2	XP_015821976.1
Group_193_13	XM_015966488	rna27304	LOC107390018	XP_015821974.1
Group_6445_0	XM_015966487	rna27302	nup62	XP_015821973.1
Group_192_12	XM_015966479	rna27295	LOC107390011	XP_015821965.1
Group_1711_2	XM_015966480	rna27294	cdca7	XP_015821966.1
Group_50_4	XM_015966474	rna27290	sp9	XP_015821960.1
Group_2403_1	XM_015966475	rna27288	scrn3	XP_015821961.1
Group_291_4	XM_015966470	rna27286	chn1	XP_015821956.1
Group_718_6	XM_015966465	rna27283	atf2	XP_015821951.1
Group_2222_2	XM_015966462	rna27277	hoxd12	XP_015821948.1
Group_191_14	XM_015966461	rna27276	hoxd11	XP_015821947.1
Group_191_12	XM_015966460	rna27275	hoxd10	XP_015821946.1
Group_191_4	XM_015966458	rna27274	hoxd9	XP_015821944.1
Group_676_2	XM_015966452	rna27268	nfe2l2	XP_015821938.1
Group_4243_0	XM_015966450	rna27266	agps	XP_015821936.1
Group_304_2	XM_015966448	rna27265	pde11a	XP_015821934.1
Group_1925_2	XM_015966449	rna27264	LOC107389987	XP_015821935.1
Group_149_6	XM_015966437	rna27252	gpr1	XP_015821923.1
Group_4857_0	XM_015966435	rna27250	ino80d	XP_015821921.1
Group_2327_0	XM_015966409	rna27222	dnajc3	XP_015821895.1
Group_15_36	XM_015966304	rna27220	LOC107389890	XP_015821790.1
Group_15_39	XM_015966303	rna27219	LOC107389888	XP_015821789.1
Group_111_18	XM_015966403	rna27218	sox21	XP_015821889.1
Group_799_2	XM_015966402	rna27217	dct	XP_015821888.1
Group_232_3	XM_015966398	rna27212	LOC107389960	XP_015821884.1
Group_8_59	XM_015966396	rna27211	LOC107389959	XP_015821882.1
Group_8_72	XM_015966395	rna27210	LOC107389958	XP_015821881.1
Group_8_74	XM_015966394	rna27209	LOC107389957	XP_015821880.1
Group_400_9	XM_015966391	rna27206	LOC107389954	XP_015821877.1
Group_3854_0	XM_015966390	rna27205	cog3	XP_015821876.1
Group_3_69	XM_015966370	rna27185	rab9a	XP_015821856.1
Group_6883_0	XM_015966371	rna27184	trappc2	XP_015821857.1
Group_6881_0	XM_015966363	rna27183	ofd1	XP_015821849.1
Group_4132_0	XM_015966356	rna27172	mospd2	XP_015821842.1
Group_6963_0	XM_015966353	rna27170	gpr143	XP_015821839.1
Group_1647_2	XM_015966352	rna27169	LOC107389931	XP_015821838.1
Group_2005_0	XM_015966351	rna27168	anos1	XP_015821837.1
Group_923_4	XM_015966340	rna27158	LOC107389925	XP_015821826.1
Group_923_0	XM_015966339	rna27157	LOC107389924	XP_015821825.1
Group_5675_0	XM_015966338	rna27156	rpe	XP_015821824.1
Group_60_35	XM_015966337	rna27154	ackr3	XP_015821823.1
Group_3822_0	XM_015966282	rna27122	lrrc58	XP_015821768.1
Group_528_4	XM_015966256	rna27097	irs2	XP_015821742.1
Group_5_50	XM_015966255	rna27096	col4a1	XP_015821741.1
Group_51_23	XM_015966243	rna27086	LOC107389844	XP_015821729.1
Group_21_32	XM_015966239	rna27082	LOC107389842	XP_015821725.1
Group_2976_1	XM_015966234	rna27078	LOC107389840	XP_015821720.1
Group_988_5	XM_015966226	rna27072	LOC107389838	XP_015821712.1
Group_22_22	XM_015966221	rna27068	LOC107389836	XP_015821707.1
Group_2213_0	XM_015966219	rna27066	xk	XP_015821705.1
Group_3810_1	XM_015966205	rna27053	dcaf6	XP_015821691.1
Group_6335_0	XM_015966203	rna27051	rpl24	XP_015821689.1
Group_5645_0	XM_015966200	rna27048	cep97	XP_015821686.1
Group_2871_1	XM_015966194	rna27043	LOC107389820	XP_015821680.1
Group_994_4	XM_015966191	rna27040	ildr2	XP_015821677.1
Group_9034_0	XM_015966187	rna27029	cd247	XP_015821673.1
Group_824_3	XM_015966178	rna27028	LOC107389812	XP_015821664.1
Group_582_3	XM_015966173	rna27024	LOC107389810	XP_015821659.1
Group_273_3	XM_015966166	rna27018	LOC107389806	XP_015821652.1
Group_731_4	XM_015966164	rna27015	LOC107389804	XP_015821650.1
Group_1914_0	XM_015966162	rna27014	st6gal2	XP_015821648.1
Group_54_28	XM_015965567	rna27013	LOC107389433	XP_015821053.1
Group_5798_0	XM_015966159	rna27012	uxs1	XP_015821645.1
Group_7187_0	XM_015966160	rna27010	csgr14h2orf40	XP_015821646.1
Group_433_0	XM_015966154	rna27006	fhl2	XP_015821640.1
Group_1937_0	XM_015966150	rna27002	tmem182	XP_015821636.1
Group_578_4	XM_015966140	rna26992	mgat4a	XP_015821626.1
Group_5911_0	XM_015966136	rna26987	mrpl30	XP_015821622.1
Group_5790_0	XM_015966133	rna26985	rev1	XP_015821619.1
Group_882_1	XM_015966131	rna26984	aff3	XP_015821617.1
Group_1336_0	XM_015966129	rna26982	arhgef7	XP_015821615.1
Group_1796_1	XM_015966109	rna26964	LOC107389771	XP_015821595.1
Group_391_3	XM_015966110	rna26963	kpna3	XP_015821596.1
Group_6349_0	XM_015966105	rna26956	rnaseh2b	XP_015821591.1
Group_8325_0	XM_015966104	rna26955	csgr14hxorf21	XP_015821590.1
Group_805_5	XM_015966098	rna26950	il1rapl1	XP_015821584.1
Group_795_2	XM_015966093	rna26949	filip1l	XP_015821579.1
Group_1030_2	XM_015966096	rna26947	LOC107389760	XP_015821582.1
Group_1911_0	XM_015966095	rna26946	dcbld2	XP_015821581.1
Group_5_10	XM_015966092	rna26945	col8a1	XP_015821578.1
Group_4726_0	XM_015966090	rna26943	tfg	XP_015821576.1
Group_1318_3	XM_015966086	rna26939	abi3bp	XP_015821572.1
Group_5444_0	XM_015966079	rna26931	atp6ap2	XP_015821565.1
Group_1655_0	XM_015966077	rna26929	LOC107389749	XP_015821563.1
Group_6386_0	XM_015966035	rna26892	cln5	XP_015821521.1
Group_1745_1	XM_015966034	rna26890	acod1	XP_015821520.1
Group_2907_0	XM_015966014	rna26871	uchl3	XP_015821500.1
Group_7_7	XM_015965586	rna26848	LOC107389455	XP_015821072.1
Group_4129_0	XM_015965989	rna26847	clybl	XP_015821475.1
Group_153_2	XM_015965987	rna26845	zic5	XP_015821473.1
Group_674_4	XM_015965986	rna26841	tmtc4	XP_015821472.1
Group_5341_0	XM_015965981	rna26836	itgbl1	XP_015821467.1
Group_99_14	XM_015965980	rna26835	fgf14	XP_015821466.1
Group_5590_0	XM_015965976	rna26834	cdc16	XP_015821462.1
Group_2313_0	XM_015965977	rna26832	LOC107389709	XP_015821463.1
Group_7_16	XM_015965979	rna26831	gpr82	XP_015821465.1
Group_1460_0	XM_015965975	rna26830	asmtl	XP_015821461.1
Group_2198_0	XM_015965970	rna26825	LOC107389704	XP_015821456.1
Group_5585_0	XM_015965965	rna26820	med14	XP_015821451.1
Group_4118_1	XM_015965964	rna26812	rpl8	XP_015821450.1
Group_3677_0	XM_015965952	rna26808	ssfa2	XP_015821438.1
Group_4535_0	XM_015965945	rna26798	sestd1	XP_015821431.1
Group_115_13	XM_015965941	rna26792	LOC107389686	XP_015821427.1
Group_1465_0	XM_015965931	rna26779	fam160a2	XP_015821417.1
Group_536_5	XM_015965927	rna26774	olig1	XP_015821413.1
Group_2749_1	XM_015965919	rna26763	fam124a	XP_015821405.1
Group_8213_0	XM_015965917	rna26761	LOC107389664	XP_015821403.1
Group_2519_1	XM_015965916	rna26760	eaf2	XP_015821402.1
Group_330_10	XM_015965915	rna26759	LOC107389662	XP_015821401.1
Group_4763_1	XM_015965914	rna26753	dirc2	XP_015821400.1
Group_4505_0	XM_015965905	rna26749	pdia5	XP_015821391.1
Group_2126_1	XM_015965904	rna26748	sec22a	XP_015821390.1
