rna0	XM_015955279
rna33505	XM_015972745
rna33506	XM_015972747
rna33507	XM_015972748
rna33508	XM_015972749
rna33509	XM_015972750
rna33510	XM_015972751
rna33512	XM_015972752
rna33513	XM_015972753
rna33514	XM_015972756
rna33515	XM_015972754
rna33516	XM_015972757
rna33517	XM_015972758
rna33518	XM_015972759
rna33519	XM_015972762
rna33520	XM_015972760
rna33521	XM_015972763
rna33522	XM_015972761
rna33523	XM_015972766
rna33524	XM_015972764
rna33525	XM_015972765
rna33526	XM_015972767
rna33527	XM_015972768
rna33528	XM_015972776
rna33529	XM_015972770
rna33530	XM_015972771
rna33531	XM_015972772
rna33532	XM_015972773
rna33533	XM_015972774
rna33534	XM_015972775
rna33535	XM_015972777
rna33536	XM_015972780
rna33537	XM_015972779
rna33538	XM_015972781
rna33539	XM_015972782
rna33540	XM_015972783
rna33541	XM_015972784
rna33542	XM_015972785
rna33543	XM_015972788
rna33544	XM_015972786
rna33545	XM_015972787
rna33546	XM_015972789
rna33547	XM_015972793
rna33548	XM_015972791
rna33549	XM_015972792
rna33550	XM_015972794
rna33551	XM_015972795
rna33552	XM_015972796
rna33553	XM_015972797
rna33554	XM_015972802
rna33555	XM_015972803
rna33556	XM_015972801
rna33557	XM_015972799
rna33558	XM_015972798
rna33559	XM_015972805
rna33560	XM_015972804
rna33561	XM_015972806
rna33562	XM_015972807
rna33563	XM_015972809
rna33564	XM_015972810
rna33565	XM_015972811
rna33566	XM_015972812
rna33567	XM_015972813
rna33568	XM_015972814
rna33569	XM_015972816
rna33570	XM_015972818
rna33571	XM_015972817
rna33572	XM_015972819
rna33573	XM_015972821
rna33574	XM_015972820
rna33575	XM_015972822
rna33576	XM_015972824
rna33577	XM_015972825
rna33578	XM_015972826
rna33579	XM_015972827
rna33580	XM_015972828
rna33581	XM_015972830
rna33582	XM_015972829
rna33583	XM_015972831
rna33585	XM_015972835
rna33586	XM_015972834
rna33587	XM_015972836
rna33588	XM_015972837
rna33589	XM_015972838
rna33590	XM_015972839
rna33591	XM_015972846
rna33592	XM_015972842
rna33593	XM_015972840
rna33594	XM_015972841
rna33595	XM_015972843
rna33596	XM_015972845
rna33597	XM_015972847
rna33598	XM_015972848
rna33599	XM_015972849
rna33600	XM_015972850
rna33601	XM_015972852
rna33602	XM_015972851
rna33603	XM_015972854
rna33604	XM_015972855
rna33605	XM_015972856
rna33606	XM_015972857
rna33607	XM_015972858
rna33608	XM_015972860
rna33609	XM_015972861
rna33610	XM_015972863
rna33611	XM_015972862
rna33612	XM_015972864
rna33613	XM_015972865
rna33614	XM_015972866
rna33615	XM_015972869
rna33616	XM_015972867
rna33617	XM_015972868
rna33618	XM_015972871
rna33619	XM_015972872
rna33620	XM_015972873
rna33621	XM_015972876
rna33622	XM_015972874
rna33623	XM_015972875
rna33624	XM_015972879
rna33625	XM_015972877
rna33626	XM_015972878
rna33627	XM_015972880
rna33628	XM_015972881
rna33629	XM_015972884
rna33630	XM_015972883
rna33631	XM_015972885
rna33632	XM_015972886
rna33633	XM_015972887
rna33634	XM_015972889
rna33635	XM_015972890
rna33636	XM_015972888
rna33637	XM_015972892
rna33638	XM_015972891
rna33639	XM_015972894
rna33640	XM_015972893
rna33642	XM_015972896
rna33643	XM_015972898
rna33644	XM_015972897
rna33645	XM_015972899
rna33646	XM_015972900
rna33647	XM_015972901
rna33648	XM_015972902
rna33649	XM_015972905
rna33650	XM_015972903
rna33651	XM_015972904
rna33652	XM_015972907
rna33653	XM_015972908
rna33654	XM_015972909
rna33655	XM_015972447
rna33656	XM_015972448
rna33657	XM_015972911
rna33658	XM_015972910
rna33659	XM_015972914
rna33660	XM_015972913
rna33661	XM_015972912
rna33662	XM_015972915
rna33663	XM_015972916
rna33664	XM_015972917
rna33665	XM_015972919
rna33666	XM_015972920
rna33667	XM_015972921
rna33668	XM_015972922
rna33669	XM_015972925
rna33670	XM_015972924
rna33671	XM_015972923
rna33672	XM_015972926
rna33673	XM_015972927
rna33674	XM_015972928
rna33675	XM_015972930
rna33676	XM_015972929
rna33677	XM_015972932
rna33678	XM_015972933
rna33679	XM_015972934
rna33680	XM_015972935
rna33681	XM_015972936
rna33682	XM_015972937
rna33683	XM_015972938
rna33684	XM_015972940
rna33685	XM_015972942
rna33686	XM_015972941
rna33687	XM_015972943
rna33688	XM_015972945
rna33689	XM_015972944
rna33690	XM_015972946
rna33691	XM_015972947
rna33692	XM_015972948
rna33693	XM_015972949
rna33694	XM_015972950
rna33695	XM_015972954
rna33696	XM_015972955
rna33697	XM_015972956
rna33698	XM_015972957
rna33699	XM_015972958
rna33700	XM_015972959
rna33701	XM_015972960
rna33702	XM_015972961
rna33703	XM_015972962
rna33704	XM_015972963
rna33705	XM_015972964
rna33706	XM_015972966
rna33708	XM_015972967
rna33709	XM_015972968
rna33710	XM_015972969
rna33711	XM_015972970
rna33712	XM_015972971
rna33713	XM_015972972
rna33714	XM_015972974
rna33715	XM_015972975
rna33716	XM_015972978
rna33717	XM_015972976
rna33718	XM_015972977
rna33719	XM_015972979
rna33720	XM_015972980
rna33721	XM_015972981
rna33722	XM_015972449
rna33723	XM_015972983
rna33724	XM_015972984
rna33726	XM_015972985
rna33727	XM_015972986
rna33728	XM_015972987
rna33729	XM_015973095
rna33730	XM_015973102
rna33731	XM_015973101
rna33733	XM_015973096
rna33734	XM_015973098
rna33735	XM_015973097
rna33736	XM_015973099
rna33737	XM_015973103
rna33738	XM_015973104
rna33739	XM_015973105
rna33740	XM_015973106
rna33741	XM_015973110
rna33742	XM_015973109
rna33743	XM_015973107
rna33744	XM_015973111
rna33745	XM_015973112
rna33746	XM_015973113
rna33747	XM_015973114
rna33748	XM_015973115
rna33749	XM_015973116
rna33750	XM_015973117
rna33751	XM_015973118
rna33752	XM_015973122
rna33753	XM_015973121
rna33754	XM_015973120
rna33755	XM_015973125
rna33756	XM_015973126
rna33757	XM_015973123
rna33758	XM_015973124
rna33759	XM_015973127
rna33760	XM_015973128
rna33761	XM_015973129
rna33762	XM_015973130
rna33763	XM_015973131
rna33764	XM_015973133
rna33765	XM_015973134
rna33766	XM_015973136
rna33767	XM_015973137
rna33768	XM_015973139
rna33769	XM_015973135
rna33770	XM_015973138
rna33771	XM_015973140
rna33772	XM_015973141
rna33773	XM_015973147
rna33774	XM_015973148
rna33775	XM_015973142
rna33776	XM_015973143
rna33777	XM_015973145
rna33778	XM_015973144
rna33779	XM_015973149
rna33780	XM_015973150
rna33781	XM_015973151
rna33782	XM_015973271
rna33783	XM_015973152
rna33784	XM_015973157
rna33785	XM_015973154
rna33786	XM_015973153
rna33787	XM_015973155
rna33788	XM_015973156
rna33789	XM_015973160
rna33790	XM_015973159
rna33791	XM_015973161
rna33792	XM_015973162
rna33793	XM_015973163
rna33794	XM_015973167
rna33795	XM_015973166
rna33796	XM_015973165
rna33797	XM_015973164
rna33798	XM_015973169
rna33799	XM_015973170
rna33800	XM_015973171
rna33801	XM_015973174
rna33802	XM_015973172
rna33803	XM_015973173
rna33804	XM_015973175
rna33805	XM_015973179
rna33806	XM_015973177
rna33807	XM_015973178
rna33808	XM_015973176
rna33809	XM_015973181
rna33810	XM_015973182
rna33811	XM_015973183
rna33812	XM_015973184
rna33813	XM_015973187
rna33814	XM_015973185
rna33815	XM_015973188
rna33816	XM_015973191
rna33817	XM_015973186
rna33818	XM_015973190
rna33819	XM_015973192
rna33820	XM_015973193
rna33821	XM_015973194
rna33822	XM_015973196
rna33823	XM_015973195
rna33826	XM_015973268
rna33827	XM_015973197
rna33828	XM_015973272
rna33829	XM_015973201
rna33830	XM_015973198
rna33831	XM_015973199
rna33832	XM_015973202
rna33833	XM_015973203
rna33834	XM_015973206
rna33835	XM_015973207
rna33836	XM_015973208
rna33837	XM_015973204
rna33838	XM_015973205
rna33839	XM_015973210
rna33840	XM_015973209
rna33841	XM_015973211
rna33844	XM_015973213
rna33845	XM_015973214
rna33846	XM_015973269
rna33847	XM_015973215
rna33848	XM_015973217
rna33849	XM_015973219
rna33850	XM_015973218
rna33851	XM_015973216
rna33852	XM_015973221
rna33853	XM_015973222
rna33857	XM_015973231
rna33858	XM_015973232
rna33859	XM_015973223
rna33860	XM_015973225
rna33861	XM_015973226
rna33862	XM_015973224
rna33863	XM_015973227
rna33864	XM_015973229
rna33865	XM_015973228
rna33866	XM_015973235
rna33867	XM_015973234
rna33868	XM_015973233
rna33869	XM_015973236
rna33870	XM_015973238
rna33871	XM_015973273
rna33872	XM_015973239
rna33873	XM_015973240
rna33874	XM_015973241
rna33875	XM_015973242
rna33876	XM_015973243
rna33877	XM_015973244
rna33878	XM_015973245
rna33879	XM_015973246
rna33880	XM_015973247
rna33881	XM_015973250
rna33882	XM_015973248
rna33883	XM_015973251
rna33884	XM_015973252
rna33885	XM_015973253
rna33886	XM_015973254
rna33887	XM_015973255
rna33888	XM_015973260
rna33889	XM_015973259
rna33890	XM_015973264
rna33891	XM_015973256
rna33892	XM_015973257
rna33893	XM_015973261
rna33894	XM_015973263
rna33895	XM_015973262
rna33896	XM_015973270
rna33897	XM_015973266
rna33898	XM_015973265
rna33901	XM_015973277
rna33902	XM_015973278
rna33903	XM_015973276
rna33904	XM_015973274
rna33905	XM_015973279
rna33906	XM_015973282
rna33907	XM_015973281
rna33908	XM_015973283
rna33909	XM_015973287
rna33911	XM_015973284
rna33912	XM_015973285
rna33913	XM_015973286
rna33917	XM_015973289
rna33918	XM_015973290
rna33920	XM_015973291
rna33921	XM_015973293
rna33922	XM_015973292
rna33924	XM_015973295
rna33927	XM_015973294
rna33928	XM_015973297
rna33929	XM_015973298
rna33930	XM_015973299
rna33931	XM_015973300
rna33932	XM_015973301
rna33933	XM_015973302
rna33936	XM_015973304
rna33937	XM_015973307
rna33938	XM_015973305
rna33939	XM_015973306
rna33940	XM_015973308
rna33941	XM_015973309
rna33942	XM_015973310
rna33943	XM_015973311
rna33944	XM_015973312
rna33945	XM_015973313
rna33946	XM_015973314
rna33947	XM_015973316
rna33948	XM_015973317
rna33949	XM_015973320
rna33951	XM_015973321
rna33952	XM_015973323
rna33954	XM_015973318
rna33956	XM_015973322
rna33957	XM_015973319
rna33958	XM_015973325
rna33960	XM_015973326
rna33961	XM_015973328
rna33962	XM_015973329
rna33963	XM_015973330
rna33964	XM_015973336
rna33965	XM_015973334
rna33966	XM_015973332
rna33967	XM_015973333
rna33968	XM_015973331
rna33969	XM_015973337
rna33971	XM_015973341
rna33972	XM_015973340
rna33973	XM_015973338
rna33974	XM_015973339
rna33975	XM_015973342
rna33976	XM_015973343
rna33977	XM_015973344
rna33978	XM_015973345
rna33979	XM_015973346
rna33981	XM_015973349
rna33982	XM_015973350
rna33983	XM_015973351
rna33985	XM_015973353
rna33986	XM_015973352
rna33989	XM_015973355
rna33990	XM_015973354
rna33991	XM_015973356
rna33992	XM_015973358
rna33993	XM_015973360
rna33995	XM_015973359
rna33996	XM_015973580
rna33997	XM_015973362
rna33998	XM_015973361
rna33999	XM_015973363
rna34000	XM_015973365
rna34001	XM_015973366
rna34003	XM_015973367
rna34004	XM_015973368
rna34006	XM_015973370
rna34007	XM_015973369
rna34008	XM_015973575
rna34009	XM_015973371
rna34011	XM_015973373
rna34012	XM_015973372
rna34016	XM_015973576
rna34017	XM_015973375
rna34018	XM_015973577
rna34019	XM_015973376
rna34020	XM_015973377
rna34021	XM_015973379
rna34022	XM_015973380
rna34023	XM_015973382
rna34024	XM_015973381
rna34025	XM_015973383
rna34026	XM_015973384
rna34027	XM_015973385
rna34028	XM_015973388
rna34029	XM_015973390
rna34030	XM_015973389
rna34031	XM_015973386
rna34032	XM_015973391
rna34033	XM_015973392
rna34034	XM_015973393
rna34035	XM_015973394
rna34036	XM_015973402
rna34037	XM_015973404
rna34038	XM_015973403
rna34039	XM_015973395
rna34040	XM_015973398
rna34041	XM_015973396
rna34042	XM_015973397
rna34043	XM_015973399
rna34044	XM_015973401
rna34045	XM_015973406
rna34046	XM_015973405
rna34047	XM_015973407
rna34048	XM_015973408
rna34049	XM_015973410
rna34050	XM_015973409
rna34051	XM_015973578
rna34052	XM_015973420
rna34053	XM_015973419
rna34054	XM_015973421
rna34055	XM_015973418
rna34056	XM_015973422
rna34057	XM_015973417
rna34058	XM_015973412
rna34059	XM_015973413
rna34060	XM_015973414
rna34061	XM_015973415
rna34062	XM_015973423
rna34063	XM_015973579
rna34064	XM_015973424
rna34065	XM_015973425
rna34066	XM_015973432
rna34067	XM_015973433
rna34068	XM_015973435
rna34069	XM_015973430
rna34070	XM_015973431
rna34071	XM_015973426
rna34072	XM_015973427
rna34073	XM_015973429
rna34074	XM_015973428
rna34075	XM_015973437
rna34076	XM_015973436
rna34077	XM_015973438
rna34078	XM_015973440
rna34079	XM_015973439
rna34080	XM_015973441
rna34081	XM_015973442
rna34082	XM_015973443
rna34083	XM_015973444
rna34084	XM_015973445
rna34085	XM_015973446
rna34086	XM_015973447
rna34087	XM_015973448
rna34088	XM_015973449
rna34089	XM_015973451
rna34090	XM_015973452
rna34091	XM_015973450
rna34092	XM_015973453
rna34093	XM_015973456
rna34094	XM_015973455
rna34095	XM_015973457
rna34096	XM_015973458
rna34097	XM_015973459
rna34098	XM_015973494
rna34099	XM_015973480
rna34100	XM_015973499
rna34101	XM_015973478
rna34102	XM_015973487
rna34103	XM_015973474
rna34104	XM_015973471
rna34105	XM_015973472
rna34106	XM_015973473
rna34107	XM_015973493
rna34108	XM_015973477
rna34109	XM_015973475
rna34110	XM_015973491
rna34111	XM_015973469
rna34112	XM_015973470
rna34113	XM_015973468
rna34114	XM_015973479
rna34115	XM_015973486
rna34116	XM_015973464
rna34117	XM_015973465
rna34118	XM_015973467
rna34119	XM_015973488
rna34121	XM_015973485
rna34122	XM_015973481
rna34123	XM_015973482
rna34124	XM_015973483
rna34125	XM_015973460
rna34126	XM_015973462
rna34127	XM_015973463
rna34128	XM_015973461
rna34129	XM_015973489
rna34130	XM_015973490
rna34131	XM_015973498
rna34132	XM_015973497
rna34133	XM_015973495
rna34134	XM_015973496
rna34135	XM_015973501
rna34136	XM_015973502
rna34137	XM_015973503
rna34138	XM_015973504
rna34139	XM_015973505
rna34140	XM_015973507
rna34141	XM_015973506
rna34142	XM_015973509
rna34143	XM_015973508
rna34144	XM_015973510
rna34146	XM_015973513
rna34149	XM_015973511
rna34150	XM_015973512
rna34151	XM_015973514
rna34152	XM_015973515
rna34153	XM_015973516
rna34154	XM_015973517
rna34155	XM_015973518
rna34156	XM_015973523
rna34157	XM_015973520
rna34158	XM_015973519
rna34159	XM_015973522
rna34160	XM_015973525
rna34161	XM_015973524
rna34162	XM_015973527
rna34163	XM_015973526
rna34165	XM_015973528
rna34166	XM_015973529
rna34168	XM_015973535
rna34169	XM_015973531
rna34170	XM_015973533
rna34171	XM_015973534
rna34172	XM_015973536
rna34173	XM_015973532
rna34174	XM_015973537
rna34175	XM_015973538
rna34176	XM_015973539
rna34177	XM_015973540
rna34178	XM_015973547
rna34181	XM_015973542
rna34182	XM_015973541
rna34183	XM_015973546
rna34184	XM_015973544
rna34185	XM_015973545
rna34186	XM_015973548
rna34187	XM_015973551
rna34188	XM_015973549
rna34189	XM_015973552
rna34190	XM_015973554
rna34191	XM_015973553
rna34192	XM_015973555
rna34193	XM_015973558
rna34194	XM_015973557
rna34195	XM_015973556
rna34196	XM_015973559
rna34197	XM_015973560
rna34198	XM_015973561
rna34199	XM_015973562
rna34200	XM_015973563
rna34201	XM_015973564
rna34202	XM_015973565
rna34203	XM_015973566
rna34204	XM_015973570
rna34205	XM_015973568
rna34206	XM_015973567
rna34207	XM_015973569
rna34208	XM_015973573
rna34209	XM_015973574
rna34210	XM_015973582
rna34211	XM_015973583
rna34212	XM_015973584
rna34213	XM_015973590
rna34214	XM_015973585
rna34215	XM_015973586
rna34216	XM_015973587
rna34217	XM_015973589
rna34218	XM_015973591
rna34219	XM_015973593
rna34220	XM_015973592
rna34221	XM_015973594
rna34222	XM_015973595
rna34223	XM_015973597
rna34224	XM_015973598
rna34225	XM_015973599
rna34226	XM_015973600
rna34227	XM_015973602
rna34228	XM_015973601
rna34229	XM_015973603
rna34231	XM_015973604
rna34232	XM_015973605
rna34233	XM_015973606
rna34234	XM_015973607
rna34235	XM_015973608
rna34236	XM_015973609
rna34237	XM_015973610
rna34238	XM_015973612
rna34239	XM_015973611
rna34240	XM_015973616
rna34241	XM_015973617
rna34242	XM_015973614
rna34243	XM_015973613
rna34244	XM_015973615
rna34245	XM_015973618
rna34246	XM_015973623
rna34247	XM_015973619
rna34248	XM_015973621
rna34249	XM_015973620
rna34250	XM_015973622
rna34252	XM_015973624
rna34253	XM_015973625
rna34254	XM_015973626
rna34255	XM_015973628
rna34256	XM_015973627
rna34257	XM_015973630
rna34258	XM_015973629
rna34259	XM_015973631
rna34260	XM_015973632
rna34261	XM_015973633
rna34262	XM_015973634
rna34264	XM_015973635
rna34265	XM_015973638
rna34266	XM_015973636
rna34267	XM_015973639
rna34268	XM_015973637
rna34270	XM_015973642
rna34271	XM_015973640
rna34272	XM_015973641
rna34273	XM_015973649
rna34274	XM_015973659
rna34275	XM_015973653
rna34276	XM_015973648
rna34277	XM_015973647
rna34278	XM_015973658
rna34279	XM_015973657
rna34280	XM_015973652
rna34281	XM_015973651
rna34282	XM_015973650
rna34283	XM_015973660
rna34284	XM_015973654
rna34285	XM_015973661
rna34286	XM_015973656
rna34287	XM_015973655
rna34289	XM_015973643
rna34290	XM_015973644
rna34291	XM_015973645
rna34292	XM_015973666
rna34293	XM_015973665
rna34294	XM_015973667
rna34295	XM_015973664
rna34296	XM_015973663
rna34297	XM_015973668
rna34298	XM_015973669
rna34299	XM_015973670
rna34300	XM_015973679
rna34301	XM_015973673
rna34302	XM_015973674
rna34303	XM_015973681
rna34304	XM_015973680
rna34305	XM_015973678
rna34306	XM_015973676
rna34307	XM_015973677
rna34308	XM_015973675
rna34309	XM_015973684
rna34310	XM_015973682
rna34311	XM_015973683
rna34312	XM_015973686
rna34313	XM_015973690
rna34314	XM_015973689
rna34315	XM_015973688
rna34316	XM_015973687
rna34317	XM_015973691
rna34318	XM_015973692
rna34319	XM_015973695
rna34320	XM_015973693
rna34321	XM_015973697
rna34322	XM_015973696
rna34323	XM_015973698
rna34324	XM_015973701
rna34325	XM_015973699
rna34326	XM_015973702
rna34327	XM_015973700
rna34328	XM_015973703
rna34330	XM_015973704
rna34331	XM_015973705
rna34333	XM_015973706
rna34334	XM_015973708
rna34335	XM_015973709
rna34336	XM_015973710
rna34337	XM_015973711
rna34338	XM_015973713
rna34339	XM_015973712
rna34340	XM_015973714
rna34341	XM_015973724
rna34342	XM_015973725
rna34343	XM_015973723
rna34344	XM_015973722
rna34345	XM_015973718
rna34346	XM_015973719
rna34347	XM_015973715
rna34348	XM_015973716
rna34349	XM_015973717
rna34350	XM_015973721
rna34351	XM_015973726
rna34352	XM_015973728
rna34353	XM_015973729
rna34354	XM_015973727
rna34355	XM_015973730
rna34358	XM_015973732
rna34359	XM_015973731
rna34360	XM_015973733
rna34361	XM_015973734
rna34362	XM_015973735
rna34363	XM_015973736
rna34364	XM_015973737
rna34365	XM_015973738
rna34366	XM_015973831
rna34367	XM_015973739
rna34368	XM_015973740
rna34369	XM_015973741
rna34370	XM_015973743
rna34371	XM_015973744
rna34372	XM_015973746
rna34373	XM_015973745
rna34374	XM_015973749
rna34375	XM_015973747
rna34376	XM_015973748
rna34378	XM_015973832
rna34379	XM_015973751
rna34380	XM_015973752
rna34381	XM_015973753
rna34382	XM_015973756
rna34383	XM_015973755
rna34384	XM_015973757
rna34385	XM_015973759
rna34386	XM_015973758
rna34387	XM_015973760
rna34388	XM_015973762
rna34389	XM_015973761
rna34390	XM_015973764
rna34391	XM_015973765
rna34392	XM_015973767
rna34393	XM_015973766
rna34394	XM_015973768
rna34395	XM_015973769
rna34396	XM_015973770
rna34397	XM_015973772
rna34398	XM_015973773
rna34399	XM_015973774
rna34400	XM_015973775
rna34401	XM_015973776
rna34402	XM_015973777
rna34403	XM_015973778
rna34404	XM_015973779
rna34405	XM_015973780
rna34406	XM_015973781
rna34407	XM_015973782
rna34408	XM_015973783
rna34409	XM_015973788
rna34410	XM_015973790
rna34411	XM_015973789
rna34412	XM_015973786
rna34413	XM_015973787
rna34414	XM_015973784
rna34415	XM_015973785
rna34416	XM_015973792
rna34417	XM_015973793
rna34418	XM_015973794
rna34419	XM_015973795
rna34420	XM_015973797
rna34421	XM_015973796
rna34422	XM_015973799
rna34423	XM_015973802
rna34424	XM_015973801
rna34425	XM_015973803
rna34426	XM_015973800
rna34427	XM_015973804
rna34429	XM_015973805
rna34430	XM_015973807
rna34431	XM_015973808
rna34432	XM_015973809
rna34433	XM_015973810
rna34434	XM_015973811
rna34435	XM_015973812
rna34436	XM_015973813
rna34437	XM_015973815
rna34438	XM_015973814
rna34439	XM_015973818
rna34440	XM_015973816
rna34441	XM_015973819
rna34442	XM_015973820
rna34443	XM_015973821
rna34444	XM_015973829
rna34445	XM_015973824
