ENSLOCP00000000416	lcat (1 of many)	lecithin-cholesterol acyltransferase [Source:ZFIN%3BAcc:ZDB-GENE-010716-3]
ENSLOCP00000007223	tbc1d12a	TBC1 domain family%2C member 12a [Source:ZFIN%3BAcc:ZDB-GENE-030131-3920]
ENSLOCP00000022331	drd6b	dopamine receptor D6b [Source:ZFIN%3BAcc:ZDB-GENE-121214-145]
ENSLOCP00000022332	zgc:165461	zgc:165461 [Source:ZFIN%3BAcc:ZDB-GENE-050208-135]
ENSLOCP00000007247	TNKS2	tankyrase 2 [Source:HGNC Symbol%3BAcc:HGNC:15677]
ENSLOCP00000007257	ppp1r3ca	protein phosphatase 1%2C regulatory subunit 3Ca [Source:ZFIN%3BAcc:ZDB-GENE-040718-70]
ENSLOCP00000007278	ifit9	interferon-induced protein with tetratricopeptide repeats 9 [Source:ZFIN%3BAcc:ZDB-GENE-121214-233]
ENSLOCP00000022333	ch25h	cholesterol 25-hydroxylase [Source:ZFIN%3BAcc:ZDB-GENE-041212-81]
ENSLOCP00000007297	unknown	unknown
ENSLOCP00000007315	acta2	actin%2C alpha 2%2C smooth muscle%2C aorta [Source:ZFIN%3BAcc:ZDB-GENE-030131-1229]
ENSLOCP00000007335	stambpl1	STAM binding protein-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-100215-4]
ENSLOCP00000007355	ankrd22	ankyrin repeat domain 22 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1120]
ENSLOCP00000007379	lipf	lipase%2C gastric [Source:ZFIN%3BAcc:ZDB-GENE-040426-2737]
ENSLOCP00000007400	rnls	renalase%2C FAD-dependent amine oxidase [Source:ZFIN%3BAcc:ZDB-GENE-040718-351]
ENSLOCP00000007448	ptenb	phosphatase and tensin homolog B [Source:ZFIN%3BAcc:ZDB-GENE-030616-47]
ENSLOCP00000007423	ptenb	phosphatase and tensin homolog B [Source:ZFIN%3BAcc:ZDB-GENE-030616-47]
ENSLOCP00000007467	ptenb	phosphatase and tensin homolog B [Source:ZFIN%3BAcc:ZDB-GENE-030616-47]
ENSLOCP00000007483	atad1b	ATPase family%2C AAA domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-030616-44]
ENSLOCP00000007513	papss2b	3'-phosphoadenosine 5'-phosphosulfate synthase 2b [Source:ZFIN%3BAcc:ZDB-GENE-010323-5]
ENSLOCP00000007537	minpp1b	multiple inositol-polyphosphate phosphatase 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-888]
ENSLOCP00000022334	unknown	unknown
ENSLOCP00000007560	zgc:91976	zgc:91976 [Source:ZFIN%3BAcc:ZDB-GENE-041114-201]
ENSLOCP00000007584	asah2	N-acylsphingosine amidohydrolase 2 [Source:ZFIN%3BAcc:ZDB-GENE-041112-1]
ENSLOCP00000007604	asah2	N-acylsphingosine amidohydrolase 2 [Source:ZFIN%3BAcc:ZDB-GENE-041112-1]
ENSLOCP00000007610	a1cf	apobec1 complementation factor [Source:ZFIN%3BAcc:ZDB-GENE-060824-3]
ENSLOCP00000007649	prkg1b	protein kinase%2C cGMP-dependent%2C type Ib [Source:ZFIN%3BAcc:ZDB-GENE-080225-40]
ENSLOCP00000007661	dkk1b	dickkopf WNT signaling pathway inhibitor 1b [Source:ZFIN%3BAcc:ZDB-GENE-990708-5]
ENSLOCP00000007698	pcdh15b	protocadherin-related 15b [Source:ZFIN%3BAcc:ZDB-GENE-050214-1]
ENSLOCP00000007735	ipmka	inositol polyphosphate multikinase a [Source:ZFIN%3BAcc:ZDB-GENE-090312-161]
ENSLOCP00000007719	ipmka	inositol polyphosphate multikinase a [Source:ZFIN%3BAcc:ZDB-GENE-090312-161]
ENSLOCP00000007753	cisd1	CDGSH iron sulfur domain 1 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1162]
ENSLOCP00000007781	ube2d1b	ubiquitin-conjugating enzyme E2D 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-2735]
ENSLOCP00000007795	tfam	transcription factor A%2C mitochondrial [Source:ZFIN%3BAcc:ZDB-GENE-061013-552]
ENSLOCP00000007834	zgc:171971	zgc:171971 [Source:ZFIN%3BAcc:ZDB-GENE-070928-37]
ENSLOCP00000007814	zgc:171971	zgc:171971 [Source:ZFIN%3BAcc:ZDB-GENE-070928-37]
ENSLOCP00000007857	bicc1a	BicC family RNA binding protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-101223-3]
ENSLOCP00000007879	bicc1a	BicC family RNA binding protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-101223-3]
ENSLOCP00000007905	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol%3BAcc:HGNC:29378]
ENSLOCP00000007968	unknown	unknown
ENSLOCP00000007929	unknown	unknown
ENSLOCP00000007949	unknown	unknown
ENSLOCP00000007992	slc16a9a	solute carrier family 16%2C member 9a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1364]
ENSLOCP00000008009	ccdc6b	coiled-coil domain containing 6b [Source:ZFIN%3BAcc:ZDB-GENE-040426-869]
ENSLOCP00000008047	ank3a	ankyrin 3a [Source:ZFIN%3BAcc:ZDB-GENE-060621-1]
ENSLOCP00000008063	ank3a	ankyrin 3a [Source:ZFIN%3BAcc:ZDB-GENE-060621-1]
ENSLOCP00000008084	cdk1	cyclin-dependent kinase 1 [Source:ZFIN%3BAcc:ZDB-GENE-010320-1]
ENSLOCP00000008110	RHOBTB1	Rho related BTB domain containing 1 [Source:HGNC Symbol%3BAcc:HGNC:18738]
ENSLOCP00000008129	tmem26a	transmembrane protein 26a [Source:ZFIN%3BAcc:ZDB-GENE-101223-2]
ENSLOCP00000008149	tmem26a	transmembrane protein 26a [Source:ZFIN%3BAcc:ZDB-GENE-101223-2]
ENSLOCP00000008169	zgc:194508	zgc:194508 [Source:ZFIN%3BAcc:ZDB-GENE-081022-119]
ENSLOCP00000008188	zgc:194508	zgc:194508 [Source:ZFIN%3BAcc:ZDB-GENE-081022-119]
ENSLOCP00000008207	zgc:194508	zgc:194508 [Source:ZFIN%3BAcc:ZDB-GENE-081022-119]
ENSLOCP00000008221	si:dkey-247f17.3	si:dkey-247f17.3 [Source:ZFIN%3BAcc:ZDB-GENE-121214-272]
ENSLOCP00000008246	rtkn2a	rhotekin 2a [Source:ZFIN%3BAcc:ZDB-GENE-041010-225]
ENSLOCP00000008263	znf365	zinc finger protein 365 [Source:ZFIN%3BAcc:ZDB-GENE-131121-260]
ENSLOCP00000022335	adob	2-aminoethanethiol (cysteamine) dioxygenase b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2267]
ENSLOCP00000008280	egr2b	early growth response 2b [Source:ZFIN%3BAcc:ZDB-GENE-980526-283]
ENSLOCP00000008301	nrbf2b	nuclear receptor binding factor 2b [Source:ZFIN%3BAcc:ZDB-GENE-040718-357]
ENSLOCP00000008323	jmjd1cb	jumonji domain containing 1Cb [Source:ZFIN%3BAcc:ZDB-GENE-121214-344]
ENSLOCP00000008343	jmjd1cb	jumonji domain containing 1Cb [Source:ZFIN%3BAcc:ZDB-GENE-121214-344]
ENSLOCP00000008358	reep3a	receptor accessory protein 3a [Source:ZFIN%3BAcc:ZDB-GENE-051127-47]
ENSLOCP00000008379	reep3a	receptor accessory protein 3a [Source:ZFIN%3BAcc:ZDB-GENE-051127-47]
ENSLOCP00000008405	slc22a15	solute carrier family 22%2C member 15 [Source:ZFIN%3BAcc:ZDB-GENE-070928-5]
ENSLOCP00000008430	cyp26a1	cytochrome P450%2C family 26%2C subfamily A%2C polypeptide 1 [Source:ZFIN%3BAcc:ZDB-GENE-990415-44]
ENSLOCP00000008449	cyp26c1	cytochrome P450%2C family 26%2C subfamily C%2C polypeptide 1 [Source:ZFIN%3BAcc:ZDB-GENE-050714-2]
ENSLOCP00000008467	cyp26c1	cytochrome P450%2C family 26%2C subfamily C%2C polypeptide 1 [Source:ZFIN%3BAcc:ZDB-GENE-050714-2]
ENSLOCP00000008504	exoc6	exocyst complex component 6 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2511]
ENSLOCP00000008518	exoc6	exocyst complex component 6 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2511]
ENSLOCP00000008533	HHEX	hematopoietically expressed homeobox [Source:HGNC Symbol%3BAcc:HGNC:4901]
ENSLOCP00000008550	HHEX	hematopoietically expressed homeobox [Source:HGNC Symbol%3BAcc:HGNC:4901]
ENSLOCP00000008576	kif11	kinesin family member 11 [Source:ZFIN%3BAcc:ZDB-GENE-020426-1]
ENSLOCP00000008596	ide	insulin-degrading enzyme [Source:ZFIN%3BAcc:ZDB-GENE-070410-85]
ENSLOCP00000008610	march5	membrane-associated ring finger (C3HC4) 5 [Source:ZFIN%3BAcc:ZDB-GENE-070424-47]
ENSLOCP00000008635	cpeb3	cytoplasmic polyadenylation element binding protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-090312-68]
ENSLOCP00000008656	cpeb3	cytoplasmic polyadenylation element binding protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-090312-68]
ENSLOCP00000008687	btaf1	BTAF1 RNA polymerase II%2C B-TFIID transcription factor-associated [Source:ZFIN%3BAcc:ZDB-GENE-021025-1]
ENSLOCP00000008711	unknown	unknown
ENSLOCP00000008725	ccnj	cyclin J [Source:ZFIN%3BAcc:ZDB-GENE-100721-4]
ENSLOCP00000022336	unknown	unknown
ENSLOCP00000008759	BLNK	B-cell linker [Source:HGNC Symbol%3BAcc:HGNC:14211]
ENSLOCP00000008773	BLNK	B-cell linker [Source:HGNC Symbol%3BAcc:HGNC:14211]
ENSLOCP00000008739	BLNK	B-cell linker [Source:HGNC Symbol%3BAcc:HGNC:14211]
ENSLOCP00000008791	DNTT	DNA nucleotidylexotransferase [Source:HGNC Symbol%3BAcc:HGNC:2983]
ENSLOCP00000022337	hs3st1l1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1-like1 [Source:ZFIN%3BAcc:ZDB-GENE-070202-2]
ENSLOCP00000008804	vox	ventral homeobox [Source:ZFIN%3BAcc:ZDB-GENE-010108-1]
ENSLOCP00000008832	KNDC1	kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol%3BAcc:HGNC:29374]
ENSLOCP00000008852	unknown	unknown
ENSLOCP00000008869	unknown	unknown
ENSLOCP00000008899	gabrz	gamma-aminobutyric acid (GABA) A receptor%2C zeta [Source:ZFIN%3BAcc:ZDB-GENE-080303-26]
ENSLOCP00000008886	gabrz	gamma-aminobutyric acid (GABA) A receptor%2C zeta [Source:ZFIN%3BAcc:ZDB-GENE-080303-26]
ENSLOCP00000008926	CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol%3BAcc:HGNC:25247]
ENSLOCP00000008939	unknown	unknown
ENSLOCP00000008958	valopb	vertebrate ancient long opsin b [Source:ZFIN%3BAcc:ZDB-GENE-040724-41]
ENSLOCP00000008975	nkx6.2	NK6 homeobox 2 [Source:ZFIN%3BAcc:ZDB-GENE-070626-1]
ENSLOCP00000009002	INPP5A	inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol%3BAcc:HGNC:6076]
ENSLOCP00000009011	pwwp2b	PWWP domain containing 2B [Source:ZFIN%3BAcc:ZDB-GENE-110930-2]
ENSLOCP00000009025	LRRC27	leucine rich repeat containing 27 [Source:HGNC Symbol%3BAcc:HGNC:29346]
ENSLOCP00000009038	STK32C	serine/threonine kinase 32C [Source:HGNC Symbol%3BAcc:HGNC:21332]
ENSLOCP00000009050	STK32C	serine/threonine kinase 32C [Source:HGNC Symbol%3BAcc:HGNC:21332]
ENSLOCP00000009088	dpysl4	dihydropyrimidinase-like 4 [Source:ZFIN%3BAcc:ZDB-GENE-050720-3]
ENSLOCP00000009071	dpysl4	dihydropyrimidinase-like 4 [Source:ZFIN%3BAcc:ZDB-GENE-050720-3]
ENSLOCP00000009103	jakmip3	Janus kinase and microtubule interacting protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-100914-6]
ENSLOCP00000009116	jakmip3	Janus kinase and microtubule interacting protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-100914-6]
ENSLOCP00000009130	bnip3	BCL2/adenovirus E1B interacting protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8060]
ENSLOCP00000009153	ppp2r2d	protein phosphatase 2%2C regulatory subunit B%2C delta [Source:ZFIN%3BAcc:ZDB-GENE-040426-2086]
ENSLOCP00000009168	TCERG1L	transcription elongation regulator 1 like [Source:HGNC Symbol%3BAcc:HGNC:23533]
ENSLOCP00000009182	TCERG1L	transcription elongation regulator 1 like [Source:HGNC Symbol%3BAcc:HGNC:23533]
ENSLOCP00000009218	glrx3	glutaredoxin 3 [Source:ZFIN%3BAcc:ZDB-GENE-041010-22]
ENSLOCP00000009202	glrx3	glutaredoxin 3 [Source:ZFIN%3BAcc:ZDB-GENE-041010-22]
ENSLOCP00000009242	ebf3a	early B-cell factor 3a [Source:ZFIN%3BAcc:ZDB-GENE-070112-292]
ENSLOCP00000009256	mgmt	O-6-methylguanine-DNA methyltransferase [Source:ZFIN%3BAcc:ZDB-GENE-120614-1]
ENSLOCP00000009270	unknown	unknown
ENSLOCP00000009300	ptpreb	protein tyrosine phosphatase%2C receptor type%2C E%2C b [Source:ZFIN%3BAcc:ZDB-GENE-060503-263]
ENSLOCP00000009315	unknown	unknown
ENSLOCP00000009330	foxi1	forkhead box i1 [Source:ZFIN%3BAcc:ZDB-GENE-030505-1]
ENSLOCP00000009405	DOCK1	dedicator of cytokinesis 1 [Source:HGNC Symbol%3BAcc:HGNC:2987]
ENSLOCP00000009420	DOCK1	dedicator of cytokinesis 1 [Source:HGNC Symbol%3BAcc:HGNC:2987]
ENSLOCP00000009440	FAM196A	family with sequence similarity 196 member A [Source:HGNC Symbol%3BAcc:HGNC:33859]
ENSLOCP00000009451	unknown	unknown
ENSLOCP00000009480	adam12	ADAM metallopeptidase domain 12 [Source:ZFIN%3BAcc:ZDB-GENE-070809-1]
ENSLOCP00000009491	fank1	fibronectin type III and ankyrin repeat domains 1 [Source:ZFIN%3BAcc:ZDB-GENE-130613-3]
ENSLOCP00000009507	fank1	fibronectin type III and ankyrin repeat domains 1 [Source:ZFIN%3BAcc:ZDB-GENE-130613-3]
ENSLOCP00000009518	fank1	fibronectin type III and ankyrin repeat domains 1 [Source:ZFIN%3BAcc:ZDB-GENE-130613-3]
ENSLOCP00000009535	dhx32b	DEAH (Asp-Glu-Ala-His) box polypeptide 32b [Source:ZFIN%3BAcc:ZDB-GENE-130613-5]
ENSLOCP00000009543	dhx32b	DEAH (Asp-Glu-Ala-His) box polypeptide 32b [Source:ZFIN%3BAcc:ZDB-GENE-130613-5]
ENSLOCP00000009560	bccip	BRCA2 and CDKN1A interacting protein [Source:ZFIN%3BAcc:ZDB-GENE-050320-39]
ENSLOCP00000009576	uros	uroporphyrinogen III synthase [Source:ZFIN%3BAcc:ZDB-GENE-040323-2]
ENSLOCP00000009593	MMP21	matrix metallopeptidase 21 [Source:HGNC Symbol%3BAcc:HGNC:14357]
ENSLOCP00000009619	edrf1	erythroid differentiation regulatory factor 1 [Source:ZFIN%3BAcc:ZDB-GENE-131121-620]
ENSLOCP00000009633	edrf1	erythroid differentiation regulatory factor 1 [Source:ZFIN%3BAcc:ZDB-GENE-131121-620]
ENSLOCP00000009650	unknown	unknown
ENSLOCP00000009674	ctbp2a	C-terminal binding protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-010130-2]
ENSLOCP00000009690	ctbp2a	C-terminal binding protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-010130-2]
ENSLOCP00000009701	zranb1b	zinc finger%2C RAN-binding domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-061110-94]
ENSLOCP00000009719	hpdl	4-hydroxyphenylpyruvate dioxygenase-like [Source:ZFIN%3BAcc:ZDB-GENE-071004-50]
ENSLOCP00000009737	fam175b	family with sequence similarity 175%2C member B [Source:ZFIN%3BAcc:ZDB-GENE-040426-2491]
ENSLOCP00000009750	METTL10	methyltransferase like 10 [Source:HGNC Symbol%3BAcc:HGNC:33787]
ENSLOCP00000009764	METTL10	methyltransferase like 10 [Source:HGNC Symbol%3BAcc:HGNC:33787]
ENSLOCP00000009780	fam53b	family with sequence similarity 53%2C member B [Source:ZFIN%3BAcc:ZDB-GENE-040426-2495]
ENSLOCP00000009794	lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:ZFIN%3BAcc:ZDB-GENE-070615-43]
ENSLOCP00000009809	lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:ZFIN%3BAcc:ZDB-GENE-070615-43]
ENSLOCP00000009821	nkx1.2la	NK1 transcription factor related 2-like%2Ca [Source:ZFIN%3BAcc:ZDB-GENE-040615-1]
ENSLOCP00000009836	oat	ornithine aminotransferase [Source:ZFIN%3BAcc:ZDB-GENE-110411-148]
ENSLOCP00000009853	oat	ornithine aminotransferase [Source:ZFIN%3BAcc:ZDB-GENE-110411-148]
ENSLOCP00000009867	chst15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:ZFIN%3BAcc:ZDB-GENE-131127-327]
ENSLOCP00000009882	CPXM2	carboxypeptidase X%2C M14 family member 2 [Source:HGNC Symbol%3BAcc:HGNC:26977]
ENSLOCP00000009896	gpr26	G protein-coupled receptor 26 [Source:ZFIN%3BAcc:ZDB-GENE-131121-131]
ENSLOCP00000009908	si:zfos-911d5.4	si:zfos-911d5.4 [Source:ZFIN%3BAcc:ZDB-GENE-130603-14]
ENSLOCP00000009926	bub3	BUB3 mitotic checkpoint protein [Source:ZFIN%3BAcc:ZDB-GENE-041010-210]
ENSLOCP00000009942	hmx2	H6 family homeobox 2 [Source:ZFIN%3BAcc:ZDB-GENE-080506-2]
ENSLOCP00000009957	hmx3a	H6 family homeobox 3a [Source:ZFIN%3BAcc:ZDB-GENE-001020-1]
ENSLOCP00000009977	acadsb	acyl-CoA dehydrogenase%2C short/branched chain [Source:ZFIN%3BAcc:ZDB-GENE-070410-109]
ENSLOCP00000009985	ikzf5	IKAROS family zinc finger 5 [Source:ZFIN%3BAcc:ZDB-GENE-040801-209]
ENSLOCP00000010013	zgc:174164	zgc:174164 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4971]
ENSLOCP00000010025	zgc:174164	zgc:174164 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4971]
ENSLOCP00000010041	si:rp71-19m20.1	si:rp71-19m20.1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-3509]
ENSLOCP00000010057	unknown	unknown
ENSLOCP00000010074	htra1b	HtrA serine peptidase 1b [Source:ZFIN%3BAcc:ZDB-GENE-080219-7]
ENSLOCP00000010094	plekha1b	pleckstrin homology domain containing%2C family A (phosphoinositide binding specific) member 1b [Source:ZFIN%3BAcc:ZDB-GENE-110408-54]
ENSLOCP00000010107	plekha1b	pleckstrin homology domain containing%2C family A (phosphoinositide binding specific) member 1b [Source:ZFIN%3BAcc:ZDB-GENE-110408-54]
ENSLOCP00000010124	btbd16	BTB (POZ) domain containing 16 [Source:ZFIN%3BAcc:ZDB-GENE-100513-3]
ENSLOCP00000010145	wapla	WAPL cohesin release factor a [Source:ZFIN%3BAcc:ZDB-GENE-131010-1]
ENSLOCP00000010159	wapla	WAPL cohesin release factor a [Source:ZFIN%3BAcc:ZDB-GENE-131010-1]
ENSLOCP00000010171	unknown	unknown
ENSLOCP00000022338	unknown	unknown
ENSLOCP00000010195	grid1b	glutamate receptor%2C ionotropic%2C delta 1b [Source:ZFIN%3BAcc:ZDB-GENE-121214-84]
ENSLOCP00000010211	grid1b	glutamate receptor%2C ionotropic%2C delta 1b [Source:ZFIN%3BAcc:ZDB-GENE-121214-84]
ENSLOCP00000010225	grid1b	glutamate receptor%2C ionotropic%2C delta 1b [Source:ZFIN%3BAcc:ZDB-GENE-121214-84]
ENSLOCP00000010241	ccser2a	coiled-coil serine-rich protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-131121-492]
ENSLOCP00000010251	ccser2a	coiled-coil serine-rich protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-131121-492]
ENSLOCP00000010264	ndnfl	neuron-derived neurotrophic factor %2C like [Source:ZFIN%3BAcc:ZDB-GENE-131127-464]
ENSLOCP00000010293	dnajc9	DnaJ (Hsp40) homolog%2C subfamily C%2C member 9 [Source:ZFIN%3BAcc:ZDB-GENE-040718-130]
ENSLOCP00000010282	dnajc9	DnaJ (Hsp40) homolog%2C subfamily C%2C member 9 [Source:ZFIN%3BAcc:ZDB-GENE-040718-130]
ENSLOCP00000010309	fam149b1	family with sequence similarity 149%2C member B1 [Source:ZFIN%3BAcc:ZDB-GENE-070112-2102]
ENSLOCP00000010322	fam149b1	family with sequence similarity 149%2C member B1 [Source:ZFIN%3BAcc:ZDB-GENE-070112-2102]
ENSLOCP00000010338	ecd	ecdysoneless homolog (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-030131-6304]
ENSLOCP00000010353	si:ch211-248a14.8	si:ch211-248a14.8 [Source:ZFIN%3BAcc:ZDB-GENE-131126-33]
ENSLOCP00000010366	unknown	unknown
ENSLOCP00000010382	nudt13	nudix (nucleoside diphosphate linked moiety X)-type motif 13 [Source:ZFIN%3BAcc:ZDB-GENE-040724-60]
ENSLOCP00000010402	p4ha1b	prolyl 4-hydroxylase%2C alpha polypeptide I b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4089]
ENSLOCP00000010416	pla2g12b	phospholipase A2%2C group XIIB [Source:ZFIN%3BAcc:ZDB-GENE-040426-2771]
ENSLOCP00000010432	oit3	oncoprotein induced transcript 3 [Source:ZFIN%3BAcc:ZDB-GENE-130530-907]
ENSLOCP00000010452	mcu	mitochondrial calcium uniporter [Source:ZFIN%3BAcc:ZDB-GENE-061013-24]
ENSLOCP00000010468	micu1	mitochondrial calcium uptake 1 [Source:ZFIN%3BAcc:ZDB-GENE-070410-22]
ENSLOCP00000010483	micu1	mitochondrial calcium uptake 1 [Source:ZFIN%3BAcc:ZDB-GENE-070410-22]
ENSLOCP00000010494	unknown	unknown
ENSLOCP00000022339	mrps6	mitochondrial ribosomal protein S6 [Source:ZFIN%3BAcc:ZDB-GENE-060825-59]
ENSLOCP00000010516	psap	prosaposin [Source:ZFIN%3BAcc:ZDB-GENE-020108-1]
ENSLOCP00000010530	psap	prosaposin [Source:ZFIN%3BAcc:ZDB-GENE-020108-1]
ENSLOCP00000010585	cdh23	cadherin-related 23 [Source:ZFIN%3BAcc:ZDB-GENE-040513-7]
ENSLOCP00000010599	zgc:153073	zgc:153073 [Source:ZFIN%3BAcc:ZDB-GENE-060929-716]
ENSLOCP00000022340	C10orf105	chromosome 10 open reading frame 105 [Source:HGNC Symbol%3BAcc:HGNC:20304]
ENSLOCP00000010612	plpp4	phospholipid phosphatase 4 [Source:ZFIN%3BAcc:ZDB-GENE-081107-53]
ENSLOCP00000010624	plpp4	phospholipid phosphatase 4 [Source:ZFIN%3BAcc:ZDB-GENE-081107-53]
ENSLOCP00000010644	wdr11	WD repeat domain 11 [Source:ZFIN%3BAcc:ZDB-GENE-081107-28]
ENSLOCP00000010662	fgfr2	fibroblast growth factor receptor 2 [Source:ZFIN%3BAcc:ZDB-GENE-030323-1]
ENSLOCP00000010684	ATE1	arginyltransferase 1 [Source:HGNC Symbol%3BAcc:HGNC:782]
ENSLOCP00000010698	nsmce4a	NSE4 homolog A%2C SMC5-SMC6 complex component [Source:ZFIN%3BAcc:ZDB-GENE-050522-111]
ENSLOCP00000010714	unknown	unknown
ENSLOCP00000010732	abcg2c	ATP-binding cassette%2C sub-family G (WHITE)%2C member 2c [Source:ZFIN%3BAcc:ZDB-GENE-050517-37]
ENSLOCP00000010744	slc29a3	solute carrier family 29 (equilibrative nucleoside transporter)%2C member 3 [Source:ZFIN%3BAcc:ZDB-GENE-081107-66]
ENSLOCP00000010774	unc5b	unc-5 netrin receptor B [Source:ZFIN%3BAcc:ZDB-GENE-041213-1]
ENSLOCP00000010765	unc5b	unc-5 netrin receptor B [Source:ZFIN%3BAcc:ZDB-GENE-041213-1]
ENSLOCP00000010788	unknown	unknown
ENSLOCP00000010801	unknown	unknown
ENSLOCP00000010815	zfyve27	zinc finger%2C FYVE domain containing 27 [Source:ZFIN%3BAcc:ZDB-GENE-061013-502]
ENSLOCP00000010828	zfyve27	zinc finger%2C FYVE domain containing 27 [Source:ZFIN%3BAcc:ZDB-GENE-061013-502]
ENSLOCP00000010841	sfrp5	secreted frizzled-related protein 5 [Source:ZFIN%3BAcc:ZDB-GENE-011108-2]
ENSLOCP00000010852	golga7ba	golgin A7 family%2C member Ba [Source:ZFIN%3BAcc:ZDB-GENE-050417-14]
ENSLOCP00000010868	crtac1b	cartilage acidic protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-090312-28]
ENSLOCP00000010881	crtac1b	cartilage acidic protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-090312-28]
ENSLOCP00000010893	r3hcc1l	R3H domain and coiled-coil containing 1-like [Source:ZFIN%3BAcc:ZDB-GENE-030131-4156]
ENSLOCP00000010913	loxl4	lysyl oxidase-like 4 [Source:ZFIN%3BAcc:ZDB-GENE-080722-19]
ENSLOCP00000010923	zgc:123010	zgc:123010 [Source:ZFIN%3BAcc:ZDB-GENE-051120-15]
ENSLOCP00000010934	pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:ZFIN%3BAcc:ZDB-GENE-050506-147]
ENSLOCP00000010946	atpv0e2	ATPase%2C H+ transporting V0 subunit e2 [Source:ZFIN%3BAcc:ZDB-GENE-050522-135]
ENSLOCP00000010955	unknown	unknown
ENSLOCP00000010983	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol%3BAcc:HGNC:19745]
ENSLOCP00000010967	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol%3BAcc:HGNC:19745]
ENSLOCP00000010994	slc25a28	solute carrier family 25 (mitochondrial iron transporter)%2C member 28 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2125]
ENSLOCP00000011018	unknown	unknown
ENSLOCP00000011004	unknown	unknown
ENSLOCP00000011023	unknown	unknown
ENSLOCP00000011040	got1	glutamic-oxaloacetic transaminase 1%2C soluble [Source:ZFIN%3BAcc:ZDB-GENE-040426-2003]
ENSLOCP00000011050	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol%3BAcc:HGNC:102]
ENSLOCP00000011066	hpse2	heparanase 2 [Source:ZFIN%3BAcc:ZDB-GENE-090313-378]
ENSLOCP00000011085	hps1	Hermansky-Pudlak syndrome 1 [Source:ZFIN%3BAcc:ZDB-GENE-051113-152]
ENSLOCP00000011098	st3gal7	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 7 [Source:ZFIN%3BAcc:ZDB-GENE-060322-2]
ENSLOCP00000011112	ankrd2 (1 of many)	ankyrin repeat domain 2 (stretch responsive muscle) [Source:ZFIN%3BAcc:ZDB-GENE-090313-383]
ENSLOCP00000011126	ddx21	DEAD (Asp-Glu-Ala-Asp) box helicase 21 [Source:ZFIN%3BAcc:ZDB-GENE-031113-10]
ENSLOCP00000011137	irf1a	interferon regulatory factor 1a [Source:ZFIN%3BAcc:ZDB-GENE-060421-4031]
ENSLOCP00000011145	kif1bp	kif1 binding protein [Source:ZFIN%3BAcc:ZDB-GENE-070117-1989]
ENSLOCP00000011155	vps26a	vacuolar protein sorting 26 homolog A (S. pombe) [Source:ZFIN%3BAcc:ZDB-GENE-040426-1108]
ENSLOCP00000011184	supv3l1	SUV3-like helicase [Source:ZFIN%3BAcc:ZDB-GENE-030131-2838]
