Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_4675_0 sars2  have too few sites, skip
Group_8476_0 loc107395009  have too few sites, skip
Group_148_6 slc12a9  have too few sites, skip
Group_3247_1 fam131a  have too few sites, skip
Group_68_0 adamts15b  have too few sites, skip
Group_3841_0 blmh  have too few sites, skip
Group_653_4 lsamp  have too few sites, skip
Group_4678_0 pnkp  have too few sites, skip
Group_30_17 arl6  have too few sites, skip
Group_144_10 cbln20  have too few sites, skip
Group_21_27 ulk2  have too few sites, skip
Group_5260_0 appbp2  have too few sites, skip
Group_2761_1 ppm1db  have too few sites, skip
Group_94_2 tbx2b  have too few sites, skip
Group_3256_1 bcas3  have too few sites, skip
Group_3059_1 vmp1  have too few sites, skip
Group_6_42 rps6kb1b  have too few sites, skip
Group_4256_0 gmps  have too few sites, skip
Group_11_49 v2rl1  have too few sites, skip
Group_589_0 arhgef9b  have too few sites, skip
Group_1728_0 asb12b  have too few sites, skip
Group_4083_0 zc4h2  have too few sites, skip
Group_413_3 tiparp  have too few sites, skip
Group_6228_0 ssr3  have too few sites, skip
Group_658_0 kcnab1a  have too few sites, skip
Group_7815_0 wdr49  have too few sites, skip
Group_208_3 slitrk3  have too few sites, skip
Group_124_9 bche  have too few sites, skip
Group_5177_0 scn2b  have too few sites, skip
Group_7309_0 pid1  have too few sites, skip
Group_1732_0 rnf7  have too few sites, skip
Group_115_21 fzd9b  have too few sites, skip
Group_2171_2 bcl7bb  have too few sites, skip
Group_747_3 ypel2b  have too few sites, skip
Group_2152_0 gdpd1  have too few sites, skip
Group_792_1 porb  have too few sites, skip
Group_337_0 cul3a  have too few sites, skip
Group_286_2 pde2a  have too few sites, skip
Group_1352_0 stard10  have too few sites, skip
Group_146_8 phox2a  have too few sites, skip
Group_509_0 inppl1a  have too few sites, skip
Group_6045_0 anapc15  have too few sites, skip
Group_3403_1 lrrc51  have too few sites, skip
Group_8884_0 loc107380460  have too few sites, skip
Group_751_3 tyr  have too few sites, skip
Group_11_25 grm5  have too few sites, skip
Group_163_12 ctsc  have too few sites, skip
Group_44_1-Group_44_43 gria4a  have too few sites, skip
Group_6853_0 relt  have too few sites, skip
Group_10_43 p2ry2  have too few sites, skip
Group_2710_0 yif1b  have too few sites, skip
Group_3368_1 trappc6bl  have too few sites, skip
Group_526_2 zgc:114130  have too few sites, skip
Group_526_3 zfp36  have too few sites, skip
Group_49_10 cdh8  have too few sites, skip
Group_5299_0 vps53  have too few sites, skip
Group_2625_0 fam101b  have too few sites, skip
Group_1183_1 dus4l  have too few sites, skip
Group_224_0 slco1c1  have too few sites, skip
Group_3014_1 abhd15a  have too few sites, skip
Group_1393_0 aipl1  have too few sites, skip
Group_3092_1 gosr1  have too few sites, skip
Group_46_22 crybb1l3  have too few sites, skip
Group_27_9 unknown  have too few sites, skip
Group_333_4 scarf1  have too few sites, skip
Group_6471_0 prpf8  have too few sites, skip
Group_3835_1 si:dkey-54n8.4  have too few sites, skip
Group_2283_1 si:dkey-95o3.4  have too few sites, skip
Group_140_0 loc107380373  have too few sites, skip
Group_6460_0 psph  have too few sites, skip
Group_183_5 c1qtnf5  have too few sites, skip
Group_551_3 si:ch211-51c14.1  have too few sites, skip
Group_65_29 syt3  have too few sites, skip
Group_1748_0 baxa  have too few sites, skip
Group_6132_0 gosr2  have too few sites, skip
Group_289_5 dock10  have too few sites, skip
Group_2_23 tmprss4a  have too few sites, skip
Group_2_20 tmprss13a  have too few sites, skip
Group_8307_0 unknown  have too few sites, skip
Group_716_2 prkd2  have too few sites, skip
Group_1369_1 egln2  have too few sites, skip
Group_6403_0 tmem160  have too few sites, skip
Group_279_3 npas1  have too few sites, skip
Group_210_2 neurod1  have too few sites, skip
Group_4934_0 alkbh1  have too few sites, skip
Group_7902_0 slirp  have too few sites, skip
Group_2296_0 adck1  have too few sites, skip
Group_1485_1 arhgap35a  have too few sites, skip
Group_287_3 ap2s1  have too few sites, skip
Group_203_8 ptgir  have too few sites, skip
Group_71_3 bmp16  have too few sites, skip
Group_4716_0 mrpl28  have too few sites, skip
Group_1456_0 clptm1  have too few sites, skip
Group_274_9 six9  have too few sites, skip
Group_2292_0 qpctla  have too few sites, skip
Group_184_17 map3k10  have too few sites, skip
Group_4883_0 clasrp  have too few sites, skip
Group_2467_1 snrpa  have too few sites, skip
Group_845_4 neu4  have too few sites, skip
Group_6590_0 tp53rk  have too few sites, skip
Group_5536_0 wdr53  have too few sites, skip
Group_1616_2 col26a1  have too few sites, skip
Group_363_2 fut4  have too few sites, skip
Group_1627_2 cux1b  have too few sites, skip
Group_6548_0 wbscr22  have too few sites, skip
Group_221_12 stx1a  have too few sites, skip
Group_4651_0 zgc:73340  have too few sites, skip
Group_7515_0 hdac12  have too few sites, skip
Group_500_0 stard13b  have too few sites, skip
Group_2867_0 mab21l1  have too few sites, skip
Group_1587_0 postnb  have too few sites, skip
Group_306_4 trpc4b  have too few sites, skip
Group_634_1 trim3a  have too few sites, skip
Group_872_2 fhdc4  have too few sites, skip
Group_1040_1 arfip2a  have too few sites, skip
Group_3894_0 urb1  have too few sites, skip
Group_1473_3 scaf4b  have too few sites, skip
Group_25_17 loc107380219  have too few sites, skip
Group_44_4 grik1b  have too few sites, skip
Group_4624_0 rwdd2b  have too few sites, skip
Group_567_1 cadm2b  have too few sites, skip
Group_3647_0 gbe1b  have too few sites, skip
Group_604_4 stoml3a  have too few sites, skip
Group_2780_1 slc25a15a  have too few sites, skip
Group_432_0 foxo1a  have too few sites, skip
Group_6219_0 cog6  have too few sites, skip
Group_4362_0 lhfp  have too few sites, skip
Group_10_23 lpar6a  have too few sites, skip
Group_1374_2 rcbtb2  have too few sites, skip
Group_8441_0 csgr06h3orf52  have too few sites, skip
Group_81_13 guca1c  have too few sites, skip
Group_7101_0 ndufc2  have too few sites, skip
Group_1296_1 thrsp  have too few sites, skip
Group_4_107 rab30  have too few sites, skip
Group_3062_1 prcp  have too few sites, skip
Group_1088_0 gab2  have too few sites, skip
Group_8319_0 cep126  have too few sites, skip
Group_23_46 cntn5  have too few sites, skip
Group_6487_0 treh  have too few sites, skip
Group_36_30 ddx6  have too few sites, skip
Group_9180_0 unknown  have too few sites, skip
Group_0_129 prdm10  have too few sites, skip
Group_977_2 aplp2  have too few sites, skip
Group_7109_0 nup88  have too few sites, skip
Group_427_1 ehd2b  have too few sites, skip
Group_1518_2 napab  have too few sites, skip
Group_98_18 b3gnt2l  have too few sites, skip
Group_5539_0 bckdha  have too few sites, skip
Group_1513_0 hnrnpl2  have too few sites, skip
Group_1342_3 srsf7a  have too few sites, skip
Group_7374_0 eif3k  have too few sites, skip
Group_5114_0 med17  have too few sites, skip
Group_7385_0 vstm5  have too few sites, skip
Group_6807_0 ech1  have too few sites, skip
Group_4039_0 rnmtl1b  have too few sites, skip
Group_3604_0-Group_3604_1 nxn  have too few sites, skip
Group_6916_0 txndc17  have too few sites, skip
Group_4645_0 si:dkey-243i1.1  have too few sites, skip
Group_401_1 si:dkey-175a17.3  have too few sites, skip
Group_95_15 serpinf2b  have too few sites, skip
Group_765_4 rtn4rl1b  have too few sites, skip
Group_0_142 hic1  have too few sites, skip
Group_16_42 taok1a  have too few sites, skip
Group_2579_1 samd4b  have too few sites, skip
Group_2906_1 dixdc1a  have too few sites, skip
Group_7610_0 pih1d2  have too few sites, skip
Group_2_15 tmprss5  have too few sites, skip
Group_567_4 cadm1b  have too few sites, skip
Group_1029_0 igsf9ba  have too few sites, skip
Group_727_5 jam3a  have too few sites, skip
Group_1848_0 vps26b  have too few sites, skip
Group_5712_0 thyn1  have too few sites, skip
Group_240_6 acad8  have too few sites, skip
Group_239_5 esamb  have too few sites, skip
Group_161_1 si:dkey-4p15.3  have too few sites, skip
Group_643_1 zpld1b  have too few sites, skip
Group_1443_0 prkrirb  have too few sites, skip
Group_1623_2 map6b  have too few sites, skip
Group_7284_0 c18h3orf33  have too few sites, skip
Group_11_6 loc107380580  have too few sites, skip
Group_417_5 mme  have too few sites, skip
Group_440_2 arhgef26  have too few sites, skip
Group_763_0 mbnl1  have too few sites, skip
Group_10_37 sucnr1  have too few sites, skip
Group_10_7 p2ry13  have too few sites, skip
Group_7146_0 si:dkeyp-97b10.3  have too few sites, skip
Group_1168_0 smc4  have too few sites, skip
Group_382_1 kpna4  have too few sites, skip
Group_30_29 arl14  have too few sites, skip
Group_8_46 otol1b  have too few sites, skip
Group_4521_0 loc107380031  have too few sites, skip
Group_1489_0 rabgef1l  have too few sites, skip
Group_822_0 hmgb1b  have too few sites, skip
Group_72_13 loc107380557  have too few sites, skip
Group_42_27 chrna10a  have too few sites, skip
Group_2974_0 pgap2  have too few sites, skip
Group_23_18 robo2  have too few sites, skip
Group_884_3 apbb1  have too few sites, skip
Group_2905_1 ilk  have too few sites, skip
Group_2513_1 diabloa  have too few sites, skip
Group_4574_0 c2cd3  have too few sites, skip
Group_249_2 ucp2  have too few sites, skip
Group_21_21 camkk1b  have too few sites, skip
Group_1078_2 si:ch211-105f12.2  have too few sites, skip
Group_4_32 rab34a  have too few sites, skip
Group_433_3 traf4a  have too few sites, skip
Group_64_28 dusp14  have too few sites, skip
Group_2281_0 atg16l1  have too few sites, skip
Group_206_8 dgkd  have too few sites, skip
Group_1912_0 zgc:92744  have too few sites, skip
Group_85_19 mmp23bb  have too few sites, skip
Group_64_27 loc107379961  have too few sites, skip
Group_1254_3 abcf3  have too few sites, skip
Group_7224_0 rpl35a  have too few sites, skip
Group_6235_0 lipt2  have too few sites, skip
Group_7596_0 rnf169  have too few sites, skip
Group_25_34 cldn15lb  have too few sites, skip
Group_2685_1 parl  have too few sites, skip
Group_97_22 fgf12b  have too few sites, skip
Group_214_2 ilkap  have too few sites, skip
Group_2610_0 shkbp1  have too few sites, skip
Group_3838_0 supt5h  have too few sites, skip
Group_2353_1 clip3  have too few sites, skip
Group_7844_0 si:ch211-137a8.4  have too few sites, skip
Group_1025_4 zgc:101731  have too few sites, skip
Group_3019_0 zgc:113149  have too few sites, skip
Group_270_5 lrfn3  have too few sites, skip
Group_526_4 sb:cb81  have too few sites, skip
Group_4_115 zgc:171927  have too few sites, skip
Group_6066_0 rps3  have too few sites, skip
Group_2271_0 kctd14  have too few sites, skip
Group_5537_0 exosc5  have too few sites, skip
Group_603_2 ppp1r13l  have too few sites, skip
Group_5535_0 opa3  have too few sites, skip
Group_1268_0 hnrnpul1  have too few sites, skip
Group_262_0 ryr1b  have too few sites, skip
Group_147_1 ppp5c  have too few sites, skip
Group_25_13 loc107379816  have too few sites, skip
Group_25_7 loc107379814  have too few sites, skip
Group_25_46 cldnf  have too few sites, skip
Group_25_47 cldnj  have too few sites, skip
Group_25_42 loc107379809  have too few sites, skip
Group_988_1 caln1  have too few sites, skip
Group_3898_0 rhbdd1  have too few sites, skip
Group_10_55 gpr4  have too few sites, skip
Group_2175_0 nova1  have too few sites, skip
Group_1085_2 loc107379796  have too few sites, skip
Group_7614_0 cd3eap  have too few sites, skip
Group_687_0 pld3  have too few sites, skip
Group_110_1 sox11a  have too few sites, skip
Group_156_17 kcnk6  have too few sites, skip
Group_5002_1 blvrb  have too few sites, skip
Group_102_3 si:ch73-262h23.4  have too few sites, skip
Group_0_180 loc107397360  have too few sites, skip
Group_380_8 ckmb  have too few sites, skip
Group_4639_0 ercc2  have too few sites, skip
Group_5137_0 zgc:154093  have too few sites, skip
Group_4334_0 sae1  have too few sites, skip
Group_5731_0 ccdc9  have too few sites, skip
Group_558_3 dcun1d5  have too few sites, skip
Group_2008_2 slc35f2l  have too few sites, skip
Group_4181_0 clns1a  have too few sites, skip
Group_3264_0 aqp11  have too few sites, skip
Group_16_21-Group_16_22 pak1  have too few sites, skip
Group_9_34 myo7aa  have too few sites, skip
Group_1509_0 tnpo2  have too few sites, skip
Group_82_20 zgc:65894  have too few sites, skip
Group_249_5 slc25a10  have too few sites, skip
Group_25_48 cldn5  have too few sites, skip
Group_3775_0 mycbpap  have too few sites, skip
Group_6212_0 b3gntl1  have too few sites, skip
Group_1074_1 si:dkey-27j5.3  have too few sites, skip
Group_227_9 loxl4  have too few sites, skip
Group_7568_0 r3hcc1l  have too few sites, skip
Group_4596_0 zfyve27  have too few sites, skip
Group_429_0 loc107375339  have too few sites, skip
Group_2196_0 pi4k2a  have too few sites, skip
Group_931_1 loc107375337  have too few sites, skip
Group_5892_0 exosc1  have too few sites, skip
Group_3607_0 si:ch211-235e9.8  have too few sites, skip
Group_4_109 rab33b  have too few sites, skip
Group_3037_1 naa15  have too few sites, skip
Group_3635_1 scoca  have too few sites, skip
Group_4830_0 exosc9  have too few sites, skip
Group_220_3 lef1  have too few sites, skip
Group_6895_0 hadh  have too few sites, skip
Group_4806_0 sod3b  have too few sites, skip
Group_997_2 usp53b  have too few sites, skip
Group_2582_0 fabp2  have too few sites, skip
Group_141_6 gucy1b3  have too few sites, skip
Group_2816_1 ufsp2  have too few sites, skip
Group_7851_0 cfap97  have too few sites, skip
Group_1309_4 slc25a4  have too few sites, skip
Group_3621_0 si:ch211-145b13.6  have too few sites, skip
Group_73_33 tacr3  have too few sites, skip
Group_1386_0 acy3.2  have too few sites, skip
Group_2600_0 cldnd1b  have too few sites, skip
Group_833_4 glb1  have too few sites, skip
Group_5485_0 si:ch211-217k17.7  have too few sites, skip
Group_1408_1 rnf24  have too few sites, skip
Group_2550_1 pdcd4a  have too few sites, skip
Group_752_2 mxd4  have too few sites, skip
Group_1888_2 loc107375285  have too few sites, skip
Group_6239_0 ndufb6  have too few sites, skip
Group_6875_0 mtap  have too few sites, skip
Group_1691_2 cdkn2a/b  have too few sites, skip
Group_1667_1 ppa2  have too few sites, skip
Group_6241_0 ints12  have too few sites, skip
Group_6236_0 gstcd  have too few sites, skip
Group_5594_0 tbck  have too few sites, skip
Group_1440_1 aimp1  have too few sites, skip
Group_1852_0 dkk2  have too few sites, skip
Group_2162_0 papss1  have too few sites, skip
Group_2910_0 ccdc149b  have too few sites, skip
Group_33_33 tspan5b  have too few sites, skip
Group_4193_0 rps6  have too few sites, skip
Group_2450_0 smu1b  have too few sites, skip
Group_4679_0 aptx  have too few sites, skip
Group_8357_0 scpp5  have too few sites, skip
Group_4328_0 bdh2  have too few sites, skip
Group_2846_0 si:dkey-162b23.4  have too few sites, skip
Group_2977_0 cisd2  have too few sites, skip
Group_90_1 unknown  have too few sites, skip
Group_5469_0 mettl14  have too few sites, skip
Group_1287_3 ndst3  have too few sites, skip
Group_431_3 slc44a1a  have too few sites, skip
Group_106_2 cabp4  have too few sites, skip
Group_65_9 doc2d  have too few sites, skip
Group_6326_0 tmem134  have too few sites, skip
Group_2968_1 cdk2ap2  have too few sites, skip
Group_15_16 ankrd49  have too few sites, skip
Group_3417_1 nsun7  have too few sites, skip
Group_357_8 pvalb7  have too few sites, skip
Group_1860_2 unknown  have too few sites, skip
Group_5655_0 rps19bp1  have too few sites, skip
Group_5911_1 mgat3a  have too few sites, skip
Group_7769_0 tab1  have too few sites, skip
Group_3066_1 cuta  have too few sites, skip
Group_3_73 si:zfos-169g10.2  have too few sites, skip
Group_213_0 fam83fb  have too few sites, skip
Group_2968_0 cdk2ap1  have too few sites, skip
Group_685_1 elavl2  have too few sites, skip
Group_131_21 slc16a1a  have too few sites, skip
Group_564_0 slc5a8l  have too few sites, skip
Group_172_0 slc25a22  have too few sites, skip
Group_31_0 kcna2  have too few sites, skip
Group_2943_1 rplp2  have too few sites, skip
Group_263_11 adora3  have too few sites, skip
Group_1388_4 barhl1a  have too few sites, skip
Group_2132_0 gtf3c5  have too few sites, skip
Group_124_7 loc107375134  have too few sites, skip
Group_4951_0 zgc:92275  have too few sites, skip
Group_2624_0 phpt1  have too few sites, skip
Group_1750_2 glulc  have too few sites, skip
